generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,4.4,11.0,1.0,1.0,1.0,74,10.897
200,1000,8.581818181818182,14.0,1.0,1.0,1.0,76,21.862
300,1000,13.709090909090909,22.0,1.0,1.0,1.0,63,33.881
400,1000,21.12727272727273,32.0,1.0,1.0,1.0,68,40.753
500,1000,19.818181818181817,33.0,1.0,1.0,1.0,49,53.48
600,1000,22.672727272727272,37.0,1.0,1.0,1.0,71,64.923
700,1000,15.8,37.0,1.0,1.0,1.0,38,76.836
800,1000,24.2,50.0,1.0,1.0,1.0,74,85.67
900,1000,19.78181818181818,30.0,1.0,1.0,1.0,47,97.065
1000,1000,21.963636363636365,35.0,1.0,1.0,1.0,90,106.756
1100,1000,25.745454545454546,40.0,1.0,1.0,1.0,59,116.333
1200,1000,20.818181818181817,43.0,1.0,1.0,1.0,48,133.446
1300,1000,21.036363636363635,52.0,1.0,1.0,1.0,52,141.157
1400,1000,24.727272727272727,53.0,1.0,1.0,1.0,54,147.492
1500,1000,21.581818181818182,35.0,1.0,1.0,1.0,59,165.265
1600,1000,24.036363636363635,39.0,1.0,1.0,1.0,125,173.518
1700,1000,43.054545454545455,70.0,1.0,1.0,1.0,83,182.404
1800,1000,38.472727272727276,74.0,1.0,1.0,1.0,63,196.72
1900,1000,46.03636363636364,80.0,1.0,1.0,1.0,60,207.372
2000,1000,54.61818181818182,86.0,1.0,1.0,1.0,42,220.842
