generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,0.36363636363636365,2.0,1.0,1.0,1.0,842,1.039
200,1000,1.1636363636363636,3.0,1.0,1.0,1.0,781,2.773
300,1000,0.6181818181818182,2.0,1.0,1.0,1.0,697,6.968
400,1000,1.3818181818181818,3.0,1.0,1.0,1.0,429,14.066
500,1000,1.2727272727272727,4.0,1.0,1.0,1.0,484,24.909
600,1000,2.0,6.0,1.0,1.0,1.0,353,30.399
700,1000,2.1818181818181817,6.0,1.0,1.0,1.0,342,30.896
800,1000,2.109090909090909,6.0,1.0,1.0,1.0,453,32.727
900,1000,0.8727272727272727,2.0,1.0,1.0,1.0,504,37.874
1000,1000,1.3818181818181818,5.0,1.0,1.0,1.0,436,46.322
1100,1000,0.9090909090909091,4.0,1.0,1.0,1.0,741,34.402
1200,1000,1.9272727272727272,5.0,1.0,1.0,1.0,520,36.91
1300,1000,2.2181818181818183,5.0,1.0,1.0,1.0,481,38.577
1400,1000,2.618181818181818,6.0,1.0,1.0,1.0,324,50.362
1500,1000,1.8909090909090909,4.0,1.0,1.0,1.0,407,42.88
1600,1000,2.1454545454545455,4.0,1.0,1.0,1.0,471,51.843
1700,1000,2.5090909090909093,5.0,1.0,1.0,1.0,280,70.587
1800,1000,3.0545454545454547,6.0,1.0,1.0,1.0,295,54.268
1900,1000,3.418181818181818,6.0,1.0,1.0,1.0,277,58.248
2000,1000,1.7818181818181817,6.0,1.0,1.0,1.0,358,65.629
