feature,mu_level,noise_arm,noise_level,sample_ratio,n_pos,n_neg,sigma,nsr,n_nan_pos,n_nan_neg,auc,auc_se,auc_lo,auc_hi,p_raw,thresh_max_r0,thresh_mean2sd_r0,p_bh,detectable
barcode_mean_len,high,abs,80.0,0.4,40,10,8.9443,0.034497669037752685,0,0,0.9875,0.025144807945463806,0.938216176426891,1.0,1.1948706156750042e-06,6.064755386776394,6.536764684535527,6.4232929050737215e-06,True
barcode_mean_len,high,abs,85.0,0.4,40,10,9.219499999999998,0.03555910017481087,0,0,0.995,0.015966145597504214,0.9637063546288918,1.0,8.335799989322588e-07,6.998897222372202,6.96682898366052,6.1159669901964865e-06,True
barcode_mean_len,high,abs,90.0,0.4,40,10,9.486800000000002,0.036590061450013096,0,0,0.985,0.027507974990862768,0.9310843690179089,1.0,1.3457139554261416e-06,5.905584096908569,6.147882495435503,6.621767082255618e-06,True
barcode_mean_len,high,abs,95.0,0.4,40,10,9.7468,0.037592867030082605,0,0,0.9675,0.040105371991940766,0.8888934708957961,1.0,3.0442948627741216e-06,7.03978983561198,7.483935581711755,1.0603723679325592e-05,True
barcode_mean_len,high,abs,100.0,0.4,40,10,10.0,0.03856944538728875,0,0,0.9925,0.019528774581448426,0.9542236018203611,1.0,9.40412128600105e-07,7.120040332569795,7.324761119216445,6.1159669901964865e-06,True
barcode_mean_len,high,abs,0.0,0.5,40,10,0.0,0.0,0,0,0.97875,0.03263079257468428,0.9147936465536188,1.0,1.7780497398066027e-06,3.0,2.8856180831641267,7.448586747838471e-06,True
barcode_mean_len,high,abs,5.0,0.5,40,10,2.2361,0.008603157194750924,0,0,0.975,0.0353207267702707,0.9057713755302694,1.0,2.152876113554094e-06,1.8212168557303288,1.904417915193985,8.172141982062479e-06,True
barcode_mean_len,high,abs,10.0,0.5,40,10,3.1622999999999997,0.012166613298582733,0,0,0.99,0.022520106444870028,0.9458605913680548,1.0,1.0603340998194995e-06,2.023296316464742,2.173780654128059,6.280959954344806e-06,True
barcode_mean_len,high,abs,15.0,0.5,40,10,3.873,0.014900956046362117,0,0,0.9925,0.019528774581448426,0.9542236018203611,1.0,9.40412128600105e-07,2.9583110014597573,3.067832818756879,6.1159669901964865e-06,True
barcode_mean_len,high,abs,20.0,0.5,40,10,4.472100000000001,0.01720592965012549,0,0,1.0,0.0,1.0,1.0,6.538314816033479e-07,3.1683911747402616,3.459116173689326,6.1159669901964865e-06,True
