generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,22.09090909090909,34.0,1.0,1.0,1.0,19,20.378
200,1000,52.21818181818182,62.0,1.0,1.0,1.0,23,38.546
300,1000,65.49090909090908,85.0,1.0,1.0,1.0,29,58.857
400,1000,79.92727272727272,116.0,1.0,1.0,1.0,17,79.587
500,1000,75.92727272727272,132.0,1.0,1.0,1.0,17,100.629
600,1000,79.43636363636364,130.0,1.0,1.0,1.0,18,121.149
700,1000,121.21818181818182,165.0,1.0,1.0,1.0,22,139.868
800,1000,122.16363636363636,194.0,1.0,1.0,1.0,19,159.933
900,1000,102.10909090909091,152.0,1.0,1.0,1.0,20,178.834
1000,1000,131.47272727272727,244.0,1.0,1.0,1.0,20,199.496
1100,1000,132.78181818181818,203.0,1.0,1.0,1.0,16,218.89
1200,1000,172.45454545454547,264.0,1.0,1.0,1.0,15,241.138
1300,1000,190.87272727272727,278.0,1.0,1.0,1.0,21,259.748
1400,1000,110.49090909090908,163.0,1.0,1.0,1.0,17,280.146
1500,1000,129.43636363636364,192.0,1.0,1.0,1.0,29,301.372
1600,1000,133.21818181818182,213.0,1.0,1.0,1.0,15,319.79
1700,1000,146.47272727272727,226.0,1.0,1.0,1.0,17,339.263
1800,1000,148.9090909090909,246.0,1.0,1.0,1.0,15,360.264
1900,1000,165.78181818181818,258.0,1.0,1.0,1.0,20,378.737
2000,1000,176.61818181818182,273.0,1.0,1.0,1.0,15,399.605
