generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,0.6909090909090909,2.0,1.0,1.0,1.0,625,2.658
200,1000,2.327272727272727,6.0,1.0,1.0,1.0,392,6.695
300,1000,3.0545454545454547,6.0,1.0,1.0,1.0,196,13.809
400,1000,3.3454545454545452,6.0,1.0,1.0,1.0,94,19.01
500,1000,5.054545454545455,11.0,1.0,1.0,1.0,298,22.89
600,1000,7.2727272727272725,13.0,1.0,1.0,1.0,241,30.942
700,1000,7.709090909090909,14.0,1.0,1.0,1.0,134,42.85
800,1000,5.927272727272728,11.0,1.0,1.0,1.0,143,41.43
900,1000,8.6,17.0,1.0,1.0,1.0,209,49.048
1000,1000,10.4,18.0,1.0,1.0,1.0,225,51.915
1100,1000,9.181818181818182,17.0,1.0,1.0,1.0,191,75.763
1200,1000,12.472727272727273,21.0,1.0,1.0,1.0,180,73.317
1300,1000,11.309090909090909,21.0,1.0,1.0,1.0,166,89.589
1400,1000,14.145454545454545,23.0,1.0,1.0,1.0,138,89.516
1500,1000,10.0,25.0,1.0,1.0,1.0,167,100.801
1600,1000,11.345454545454546,23.0,1.0,1.0,1.0,119,108.769
1700,1000,10.10909090909091,19.0,1.0,1.0,1.0,98,110.873
1800,1000,5.709090909090909,10.0,1.0,1.0,1.0,123,116.363
1900,1000,3.1636363636363636,5.0,1.0,1.0,1.0,259,120.393
2000,1000,5.5636363636363635,9.0,1.0,1.0,1.0,172,124.124
