generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,5.236363636363636,11.0,1.0,1.0,1.0,9,2.502
200,1000,10.836363636363636,22.0,1.0,1.0,1.0,10,5.019
300,1000,12.8,21.0,1.0,1.0,1.0,7,7.559
400,1000,18.563636363636363,27.0,1.0,1.0,1.0,8,10.059
500,1000,16.6,23.0,1.0,1.0,1.0,8,12.631
600,1000,20.4,26.0,1.0,1.0,1.0,10,14.904
700,1000,18.87272727272727,26.0,1.0,1.0,1.0,8,17.235
800,1000,20.454545454545453,30.0,1.0,1.0,1.0,11,19.69
900,1000,21.236363636363638,29.0,1.0,1.0,1.0,7,21.929
1000,1000,27.072727272727274,36.0,1.0,1.0,1.0,8,24.956
1100,1000,31.527272727272727,41.0,1.0,1.0,1.0,10,27.036
1200,1000,33.43636363636364,41.0,1.0,1.0,1.0,9,29.457
1300,1000,32.345454545454544,46.0,1.0,1.0,1.0,8,32.131
1400,1000,35.56363636363636,49.0,1.0,1.0,1.0,8,34.364
1500,1000,37.29090909090909,51.0,1.0,1.0,1.0,9,37.002
1600,1000,38.054545454545455,45.0,1.0,1.0,1.0,9,39.999
1700,1000,37.8,48.0,1.0,1.0,1.0,11,41.482
1800,1000,37.92727272727273,45.0,1.0,1.0,1.0,8,44.281
1900,1000,35.58181818181818,48.0,1.0,1.0,1.0,7,47.017
2000,1000,37.32727272727273,52.0,1.0,1.0,1.0,10,49.067
