generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,42.981818181818184,60.0,1.0,1.0,1.0,7,19.554
200,1000,83.41818181818182,103.0,1.0,1.0,1.0,7,38.916
300,1000,113.45454545454545,130.0,1.0,1.0,1.0,9,58.35
400,1000,131.63636363636363,152.0,1.0,1.0,1.0,7,77.135
500,1000,163.47272727272727,184.0,1.0,1.0,1.0,6,96.475
600,1000,187.9090909090909,209.0,1.0,1.0,1.0,7,115.918
700,1000,202.03636363636363,226.0,1.0,1.0,1.0,5,135.688
800,1000,217.16363636363636,244.0,1.0,1.0,1.0,6,153.983
900,1000,228.8181818181818,256.0,1.0,1.0,1.0,7,173.47
1000,1000,238.14545454545456,263.0,1.0,1.0,1.0,6,193.477
1100,1000,245.8909090909091,286.0,1.0,1.0,1.0,5,211.637
1200,1000,247.96363636363637,273.0,1.0,1.0,1.0,5,231.691
1300,1000,253.6909090909091,279.0,1.0,1.0,1.0,5,251.52
1400,1000,263.6727272727273,297.0,1.0,1.0,1.0,6,270.867
1500,1000,269.0181818181818,296.0,1.0,1.0,1.0,5,290.313
1600,1000,278.6909090909091,310.0,1.0,1.0,1.0,5,309.35
1700,1000,279.96363636363634,314.0,1.0,1.0,1.0,5,327.937
1800,1000,284.90909090909093,309.0,1.0,1.0,1.0,6,347.856
1900,1000,286.94545454545454,318.0,1.0,1.0,1.0,6,365.844
2000,1000,281.8909090909091,314.0,1.0,1.0,1.0,5,385.793
