generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,49.18181818181818,63.0,1.0,1.0,1.0,12,28.305
200,1000,90.25454545454545,102.0,1.0,1.0,1.0,10,55.713
300,1000,113.10909090909091,145.0,1.0,1.0,1.0,8,84.508
400,1000,137.6909090909091,183.0,1.0,1.0,1.0,8,112.29
500,1000,152.0,232.0,1.0,1.0,1.0,9,140.237
600,1000,204.47272727272727,261.0,1.0,1.0,1.0,10,167.804
700,1000,226.8909090909091,290.0,1.0,1.0,1.0,10,195.618
800,1000,243.9090909090909,326.0,1.0,1.0,1.0,12,221.518
900,1000,248.4909090909091,349.0,1.0,1.0,1.0,10,251.987
1000,1000,273.6727272727273,383.0,1.0,1.0,1.0,11,278.927
1100,1000,321.6181818181818,417.0,1.0,1.0,1.0,12,305.785
1200,1000,275.74545454545455,417.0,1.0,1.0,1.0,9,335.32
1300,1000,314.94545454545454,472.0,1.0,1.0,1.0,8,361.821
1400,1000,362.5090909090909,486.0,1.0,1.0,1.0,13,388.532
1500,1000,339.74545454545455,504.0,1.0,1.0,1.0,17,418.874
1600,1000,263.3272727272727,432.0,1.0,1.0,1.0,12,444.842
1700,1000,168.92727272727274,453.0,1.0,1.0,1.0,13,473.874
1800,1000,230.0,458.0,1.0,1.0,1.0,10,499.251
1900,1000,195.9090909090909,283.0,1.0,1.0,1.0,8,527.685
2000,1000,229.4181818181818,329.0,1.0,1.0,1.0,13,550.617
