generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,47.6,66.0,1.0,1.0,1.0,8,25.528
200,1000,76.45454545454545,95.0,1.0,1.0,1.0,9,51.052
300,1000,119.52727272727273,143.0,1.0,1.0,1.0,7,76.4
400,1000,135.03636363636363,164.0,1.0,1.0,1.0,10,101.224
500,1000,171.03636363636363,197.0,1.0,1.0,1.0,9,127.218
600,1000,191.5818181818182,225.0,1.0,1.0,1.0,9,152.289
700,1000,204.65454545454546,243.0,1.0,1.0,1.0,10,178.607
800,1000,215.63636363636363,255.0,1.0,1.0,1.0,6,203.264
900,1000,230.21818181818182,270.0,1.0,1.0,1.0,9,224.724
1000,1000,247.52727272727273,303.0,1.0,1.0,1.0,11,251.517
1100,1000,256.76363636363635,305.0,1.0,1.0,1.0,11,278.363
1200,1000,266.27272727272725,299.0,1.0,1.0,1.0,8,302.59
1300,1000,261.6727272727273,312.0,1.0,1.0,1.0,9,326.236
1400,1000,270.07272727272726,324.0,1.0,1.0,1.0,9,353.0
1500,1000,268.58181818181816,331.0,1.0,1.0,1.0,8,376.598
1600,1000,265.1272727272727,313.0,1.0,1.0,1.0,10,403.01
1700,1000,274.7090909090909,329.0,1.0,1.0,1.0,8,428.341
1800,1000,289.7818181818182,328.0,1.0,1.0,1.0,11,452.932
1900,1000,276.8727272727273,329.0,1.0,1.0,1.0,9,478.68
2000,1000,270.6181818181818,349.0,1.0,1.0,1.0,8,504.78
