generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,5.6,10.0,1.0,1.0,1.0,86,8.907
200,1000,7.8545454545454545,14.0,1.0,1.0,1.0,42,21.41
300,1000,17.036363636363635,25.0,1.0,1.0,1.0,68,32.624
400,1000,12.363636363636363,20.0,1.0,1.0,1.0,71,43.072
500,1000,14.618181818181819,24.0,1.0,1.0,1.0,145,56.364
600,1000,11.127272727272727,26.0,1.0,1.0,1.0,95,67.018
700,1000,21.30909090909091,36.0,1.0,1.0,1.0,56,81.827
800,1000,26.345454545454544,38.0,1.0,1.0,1.0,71,90.469
900,1000,26.90909090909091,42.0,1.0,1.0,1.0,41,101.641
1000,1000,28.236363636363638,48.0,1.0,1.0,1.0,122,111.571
1100,1000,28.363636363636363,51.0,1.0,1.0,1.0,58,129.819
1200,1000,35.54545454545455,54.0,1.0,1.0,1.0,49,133.622
1300,1000,29.12727272727273,52.0,1.0,1.0,1.0,61,151.3
1400,1000,34.49090909090909,58.0,1.0,1.0,1.0,44,158.137
1500,1000,40.981818181818184,58.0,1.0,1.0,1.0,55,166.188
1600,1000,40.81818181818182,60.0,1.0,1.0,1.0,59,179.385
1700,1000,38.21818181818182,72.0,1.0,1.0,1.0,104,191.875
1800,1000,38.0,76.0,1.0,1.0,1.0,49,199.81
1900,1000,52.89090909090909,85.0,1.0,1.0,1.0,43,206.956
2000,1000,57.90909090909091,91.0,1.0,1.0,1.0,68,224.074
