generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,48.25454545454546,61.0,1.0,1.0,1.0,8,27.976
200,1000,93.89090909090909,116.0,1.0,1.0,1.0,15,56.589
300,1000,118.34545454545454,149.0,1.0,1.0,1.0,9,84.431
400,1000,134.03636363636363,180.0,1.0,1.0,1.0,9,111.995
500,1000,151.4909090909091,232.0,1.0,1.0,1.0,9,139.63
600,1000,186.27272727272728,272.0,1.0,1.0,1.0,10,167.43
700,1000,182.45454545454547,289.0,1.0,1.0,1.0,9,195.189
800,1000,170.47272727272727,314.0,1.0,1.0,1.0,8,222.969
900,1000,252.76363636363635,352.0,1.0,1.0,1.0,10,250.181
1000,1000,270.6,382.0,1.0,1.0,1.0,11,278.443
1100,1000,235.56363636363636,393.0,1.0,1.0,1.0,14,303.673
1200,1000,295.1636363636364,407.0,1.0,1.0,1.0,10,331.672
1300,1000,268.09090909090907,433.0,1.0,1.0,1.0,11,358.434
1400,1000,304.2909090909091,453.0,1.0,1.0,1.0,10,385.549
1500,1000,239.98181818181817,406.0,1.0,1.0,1.0,9,413.887
1600,1000,212.5818181818182,304.0,1.0,1.0,1.0,9,442.496
1700,1000,297.8545454545455,458.0,1.0,1.0,1.0,13,468.722
1800,1000,343.2,478.0,1.0,1.0,1.0,9,496.112
1900,1000,342.74545454545455,498.0,1.0,1.0,1.0,14,521.696
2000,1000,301.2,512.0,1.0,1.0,1.0,12,548.232
