generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,10.6,19.0,1.0,1.0,1.0,40,13.98
200,1000,19.21818181818182,27.0,1.0,1.0,1.0,26,28.281
300,1000,29.036363636363635,43.0,1.0,1.0,1.0,60,41.706
400,1000,33.981818181818184,52.0,1.0,1.0,1.0,38,56.362
500,1000,46.763636363636365,68.0,1.0,1.0,1.0,36,71.432
600,1000,55.90909090909091,76.0,1.0,1.0,1.0,35,86.989
700,1000,43.70909090909091,70.0,1.0,1.0,1.0,31,99.571
800,1000,56.69090909090909,78.0,1.0,1.0,1.0,49,113.795
900,1000,53.49090909090909,87.0,1.0,1.0,1.0,31,128.323
1000,1000,65.96363636363637,97.0,1.0,1.0,1.0,35,140.873
1100,1000,73.03636363636363,110.0,1.0,1.0,1.0,33,150.666
1200,1000,83.38181818181818,113.0,1.0,1.0,1.0,39,162.801
1300,1000,89.96363636363637,122.0,1.0,1.0,1.0,51,186.739
1400,1000,76.9090909090909,126.0,1.0,1.0,1.0,49,198.753
1500,1000,98.49090909090908,138.0,1.0,1.0,1.0,33,210.889
1600,1000,87.78181818181818,149.0,1.0,1.0,1.0,46,218.463
1700,1000,105.2909090909091,156.0,1.0,1.0,1.0,26,238.444
1800,1000,107.16363636363636,164.0,1.0,1.0,1.0,54,249.467
1900,1000,106.63636363636364,161.0,1.0,1.0,1.0,47,270.725
2000,1000,131.27272727272728,177.0,1.0,1.0,1.0,29,274.526
