generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,9.036363636363637,14.0,1.0,1.0,1.0,24,12.396
200,1000,16.0,25.0,1.0,1.0,1.0,44,24.267
300,1000,25.436363636363637,38.0,1.0,1.0,1.0,25,36.406
400,1000,32.70909090909091,52.0,1.0,1.0,1.0,37,49.168
500,1000,39.67272727272727,61.0,1.0,1.0,1.0,28,60.832
600,1000,48.18181818181818,65.0,1.0,1.0,1.0,31,73.121
700,1000,56.27272727272727,78.0,1.0,1.0,1.0,41,86.105
800,1000,46.29090909090909,77.0,1.0,1.0,1.0,44,96.496
900,1000,66.4,89.0,1.0,1.0,1.0,46,107.998
1000,1000,62.981818181818184,89.0,1.0,1.0,1.0,30,123.281
1100,1000,62.32727272727273,94.0,1.0,1.0,1.0,19,131.312
1200,1000,60.763636363636365,87.0,1.0,1.0,1.0,33,144.318
1300,1000,61.654545454545456,87.0,1.0,1.0,1.0,20,156.46
1400,1000,64.34545454545454,87.0,1.0,1.0,1.0,29,166.366
1500,1000,67.9090909090909,96.0,1.0,1.0,1.0,40,183.411
1600,1000,61.50909090909091,86.0,1.0,1.0,1.0,35,195.265
1700,1000,67.9090909090909,88.0,1.0,1.0,1.0,28,207.376
1800,1000,64.96363636363637,92.0,1.0,1.0,1.0,26,218.743
1900,1000,77.58181818181818,99.0,1.0,1.0,1.0,26,229.244
2000,1000,73.05454545454545,108.0,1.0,1.0,1.0,30,242.582
