generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,9.2,17.0,1.0,1.0,1.0,21,10.219
200,1000,19.072727272727274,26.0,1.0,1.0,1.0,35,21.135
300,1000,25.236363636363638,35.0,1.0,1.0,1.0,33,32.17
400,1000,29.2,45.0,1.0,1.0,1.0,25,43.07
500,1000,32.78181818181818,44.0,1.0,1.0,1.0,24,52.477
600,1000,40.41818181818182,52.0,1.0,1.0,1.0,44,63.065
700,1000,46.45454545454545,60.0,1.0,1.0,1.0,25,73.672
800,1000,51.81818181818182,67.0,1.0,1.0,1.0,26,83.325
900,1000,53.29090909090909,73.0,1.0,1.0,1.0,30,92.411
1000,1000,67.14545454545454,85.0,1.0,1.0,1.0,26,104.742
1100,1000,76.23636363636363,96.0,1.0,1.0,1.0,17,114.801
1200,1000,77.18181818181819,94.0,1.0,1.0,1.0,23,125.071
1300,1000,86.12727272727273,115.0,1.0,1.0,1.0,23,137.025
1400,1000,80.87272727272727,114.0,1.0,1.0,1.0,29,146.983
1500,1000,87.12727272727273,106.0,1.0,1.0,1.0,23,158.638
1600,1000,92.83636363636364,117.0,1.0,1.0,1.0,22,167.122
1700,1000,92.87272727272727,112.0,1.0,1.0,1.0,17,179.575
1800,1000,96.38181818181818,112.0,1.0,1.0,1.0,27,189.241
1900,1000,92.41818181818182,117.0,1.0,1.0,1.0,25,199.726
2000,1000,96.83636363636364,126.0,1.0,1.0,1.0,31,211.77
