generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,47.2,58.0,1.0,1.0,1.0,7,25.141
200,1000,80.41818181818182,98.0,1.0,1.0,1.0,10,50.068
300,1000,125.76363636363637,148.0,1.0,1.0,1.0,8,75.5
400,1000,146.36363636363637,172.0,1.0,1.0,1.0,8,100.028
500,1000,160.25454545454545,201.0,1.0,1.0,1.0,7,125.095
600,1000,196.47272727272727,233.0,1.0,1.0,1.0,14,150.063
700,1000,206.8181818181818,239.0,1.0,1.0,1.0,12,175.363
800,1000,216.0,262.0,1.0,1.0,1.0,8,199.748
900,1000,239.12727272727273,278.0,1.0,1.0,1.0,13,224.833
1000,1000,249.8181818181818,298.0,1.0,1.0,1.0,7,249.198
1100,1000,257.1818181818182,290.0,1.0,1.0,1.0,9,274.619
1200,1000,248.23636363636365,296.0,1.0,1.0,1.0,8,298.734
1300,1000,253.8,317.0,1.0,1.0,1.0,10,321.257
1400,1000,274.6909090909091,313.0,1.0,1.0,1.0,9,346.84
1500,1000,274.2,312.0,1.0,1.0,1.0,7,369.915
1600,1000,254.6727272727273,288.0,1.0,1.0,1.0,10,389.403
1700,1000,268.6,304.0,1.0,1.0,1.0,8,413.092
1800,1000,256.2909090909091,296.0,1.0,1.0,1.0,9,435.464
1900,1000,256.1636363636364,313.0,1.0,1.0,1.0,12,464.028
2000,1000,258.3818181818182,300.0,1.0,1.0,1.0,7,487.882
