generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,10.0,19.0,1.0,1.0,1.0,27,8.532
200,1000,16.89090909090909,25.0,1.0,1.0,1.0,21,16.899
300,1000,21.745454545454546,33.0,1.0,1.0,1.0,26,25.089
400,1000,32.27272727272727,43.0,1.0,1.0,1.0,14,34.02
500,1000,38.0,57.0,1.0,1.0,1.0,20,43.063
600,1000,41.36363636363637,56.0,1.0,1.0,1.0,23,51.822
700,1000,46.27272727272727,69.0,1.0,1.0,1.0,20,60.543
800,1000,48.85454545454545,69.0,1.0,1.0,1.0,16,68.373
900,1000,51.49090909090909,62.0,1.0,1.0,1.0,26,77.448
1000,1000,52.69090909090909,65.0,1.0,1.0,1.0,19,86.241
1100,1000,60.872727272727275,78.0,1.0,1.0,1.0,15,94.494
1200,1000,62.054545454545455,79.0,1.0,1.0,1.0,15,103.084
1300,1000,67.30909090909091,81.0,1.0,1.0,1.0,18,113.024
1400,1000,62.49090909090909,73.0,1.0,1.0,1.0,19,120.418
1500,1000,66.41818181818182,79.0,1.0,1.0,1.0,19,130.99
1600,1000,70.27272727272727,86.0,1.0,1.0,1.0,25,139.286
1700,1000,76.34545454545454,95.0,1.0,1.0,1.0,17,147.752
1800,1000,76.94545454545455,97.0,1.0,1.0,1.0,24,156.062
1900,1000,79.0909090909091,98.0,1.0,1.0,1.0,34,165.466
2000,1000,77.0,95.0,1.0,1.0,1.0,17,172.953
