generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,11.545454545454545,15.0,1.0,1.0,1.0,27,12.485
200,1000,23.30909090909091,33.0,1.0,1.0,1.0,33,23.735
300,1000,31.272727272727273,44.0,1.0,1.0,1.0,24,36.762
400,1000,41.72727272727273,58.0,1.0,1.0,1.0,24,48.437
500,1000,36.945454545454545,54.0,1.0,1.0,1.0,46,61.911
600,1000,41.345454545454544,57.0,1.0,1.0,1.0,30,72.938
700,1000,49.236363636363635,69.0,1.0,1.0,1.0,31,85.841
800,1000,54.345454545454544,73.0,1.0,1.0,1.0,29,95.986
900,1000,58.49090909090909,79.0,1.0,1.0,1.0,24,109.04
1000,1000,66.47272727272727,97.0,1.0,1.0,1.0,31,121.577
1100,1000,76.65454545454546,107.0,1.0,1.0,1.0,28,133.612
1200,1000,82.98181818181818,112.0,1.0,1.0,1.0,26,146.159
1300,1000,94.03636363636363,117.0,1.0,1.0,1.0,22,158.824
1400,1000,88.61818181818182,128.0,1.0,1.0,1.0,33,168.465
1500,1000,89.41818181818182,127.0,1.0,1.0,1.0,29,184.41
1600,1000,95.10909090909091,129.0,1.0,1.0,1.0,19,192.484
1700,1000,100.69090909090909,133.0,1.0,1.0,1.0,25,204.088
1800,1000,108.03636363636363,149.0,1.0,1.0,1.0,32,216.537
1900,1000,106.32727272727273,132.0,1.0,1.0,1.0,30,228.364
2000,1000,101.58181818181818,143.0,1.0,1.0,1.0,20,241.904
