generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,9.89090909090909,13.0,1.0,1.0,1.0,55,13.319
200,1000,15.072727272727272,28.0,1.0,1.0,1.0,26,25.809
300,1000,23.345454545454544,35.0,1.0,1.0,1.0,50,39.25
400,1000,26.836363636363636,39.0,1.0,1.0,1.0,30,54.2
500,1000,40.6,54.0,1.0,1.0,1.0,24,67.722
600,1000,38.63636363636363,52.0,1.0,1.0,1.0,35,80.336
700,1000,47.54545454545455,65.0,1.0,1.0,1.0,34,94.743
800,1000,51.63636363636363,70.0,1.0,1.0,1.0,39,108.309
900,1000,57.90909090909091,78.0,1.0,1.0,1.0,40,122.45
1000,1000,71.65454545454546,103.0,1.0,1.0,1.0,41,134.958
1100,1000,69.81818181818181,107.0,1.0,1.0,1.0,22,149.512
1200,1000,88.4,116.0,1.0,1.0,1.0,31,156.959
1300,1000,78.41818181818182,129.0,1.0,1.0,1.0,29,168.88
1400,1000,50.50909090909091,108.0,1.0,1.0,1.0,38,184.457
1500,1000,28.69090909090909,92.0,1.0,1.0,1.0,29,192.785
1600,1000,57.96363636363636,100.0,1.0,1.0,1.0,40,210.683
1700,1000,65.25454545454545,117.0,1.0,1.0,1.0,36,217.838
1800,1000,78.45454545454545,122.0,1.0,1.0,1.0,29,231.748
1900,1000,72.05454545454545,119.0,1.0,1.0,1.0,47,248.067
2000,1000,75.7090909090909,130.0,1.0,1.0,1.0,38,261.813
