generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,2.6545454545454548,5.0,1.0,1.0,1.0,114,4.274
200,1000,4.7272727272727275,9.0,1.0,1.0,1.0,43,8.324
300,1000,5.5636363636363635,8.0,1.0,1.0,1.0,81,12.705
400,1000,5.236363636363636,9.0,1.0,1.0,1.0,77,16.958
500,1000,10.0,18.0,1.0,1.0,1.0,51,22.559
600,1000,9.818181818181818,15.0,1.0,1.0,1.0,70,26.134
700,1000,10.654545454545454,18.0,1.0,1.0,1.0,67,32.2
800,1000,10.763636363636364,15.0,1.0,1.0,1.0,64,34.401
900,1000,13.527272727272727,22.0,1.0,1.0,1.0,76,39.138
1000,1000,14.436363636363636,24.0,1.0,1.0,1.0,68,45.931
1100,1000,17.745454545454546,25.0,1.0,1.0,1.0,36,49.16
1200,1000,13.89090909090909,21.0,1.0,1.0,1.0,55,53.377
1300,1000,16.927272727272726,26.0,1.0,1.0,1.0,85,58.428
1400,1000,16.472727272727273,28.0,1.0,1.0,1.0,61,62.894
1500,1000,15.345454545454546,25.0,1.0,1.0,1.0,73,67.606
1600,1000,14.472727272727273,24.0,1.0,1.0,1.0,36,71.183
1700,1000,17.363636363636363,26.0,1.0,1.0,1.0,54,74.859
1800,1000,17.12727272727273,25.0,1.0,1.0,1.0,47,78.0
1900,1000,20.4,32.0,1.0,1.0,1.0,53,85.57
2000,1000,19.2,31.0,1.0,1.0,1.0,62,90.242
