generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,53.69090909090909,77.0,1.0,1.0,1.0,12,27.369
200,1000,87.47272727272727,115.0,1.0,1.0,1.0,9,54.764
300,1000,140.96363636363637,166.0,1.0,1.0,1.0,10,82.677
400,1000,171.01818181818183,210.0,1.0,1.0,1.0,16,110.263
500,1000,194.4181818181818,245.0,1.0,1.0,1.0,8,137.851
600,1000,210.4181818181818,279.0,1.0,1.0,1.0,9,162.853
700,1000,224.6,294.0,1.0,1.0,1.0,10,190.866
800,1000,207.0,322.0,1.0,1.0,1.0,10,217.398
900,1000,236.6,332.0,1.0,1.0,1.0,11,244.485
1000,1000,270.54545454545456,369.0,1.0,1.0,1.0,8,269.561
1100,1000,198.54545454545453,347.0,1.0,1.0,1.0,12,298.917
1200,1000,231.1090909090909,340.0,1.0,1.0,1.0,12,325.491
1300,1000,234.6,375.0,1.0,1.0,1.0,11,352.457
1400,1000,258.8727272727273,411.0,1.0,1.0,1.0,19,377.083
1500,1000,288.6727272727273,408.0,1.0,1.0,1.0,9,408.695
1600,1000,277.0181818181818,400.0,1.0,1.0,1.0,8,431.785
1700,1000,302.07272727272726,421.0,1.0,1.0,1.0,10,461.163
1800,1000,301.45454545454544,457.0,1.0,1.0,1.0,9,487.81
1900,1000,329.90909090909093,476.0,1.0,1.0,1.0,9,513.179
2000,1000,316.6363636363636,477.0,1.0,1.0,1.0,10,541.734
