generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,11.127272727272727,17.0,1.0,1.0,1.0,30,13.261
200,1000,18.654545454545456,25.0,1.0,1.0,1.0,36,26.233
300,1000,29.472727272727273,43.0,1.0,1.0,1.0,31,42.409
400,1000,30.12727272727273,44.0,1.0,1.0,1.0,24,56.6
500,1000,36.763636363636365,58.0,1.0,1.0,1.0,39,68.415
600,1000,46.45454545454545,78.0,1.0,1.0,1.0,71,83.416
700,1000,46.61818181818182,81.0,1.0,1.0,1.0,26,96.518
800,1000,52.78181818181818,82.0,1.0,1.0,1.0,24,115.809
900,1000,34.25454545454546,73.0,1.0,1.0,1.0,31,127.118
1000,1000,51.27272727272727,94.0,1.0,1.0,1.0,30,142.102
1100,1000,67.47272727272727,109.0,1.0,1.0,1.0,30,157.492
1200,1000,78.87272727272727,125.0,1.0,1.0,1.0,29,170.154
1300,1000,73.2909090909091,130.0,1.0,1.0,1.0,36,186.35
1400,1000,42.29090909090909,85.0,1.0,1.0,1.0,42,201.718
1500,1000,70.16363636363636,134.0,1.0,1.0,1.0,37,214.431
1600,1000,93.05454545454545,143.0,1.0,1.0,1.0,32,228.327
1700,1000,90.89090909090909,151.0,1.0,1.0,1.0,38,244.322
1800,1000,58.81818181818182,111.0,1.0,1.0,1.0,39,256.921
1900,1000,61.49090909090909,127.0,1.0,1.0,1.0,35,272.219
2000,1000,75.50909090909092,127.0,1.0,1.0,1.0,25,289.193
