generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,3.418181818181818,11.0,1.0,1.0,1.0,126,4.616
200,1000,5.818181818181818,12.0,1.0,1.0,1.0,75,8.801
300,1000,5.6,11.0,1.0,1.0,1.0,93,16.786
400,1000,7.2,17.0,1.0,1.0,1.0,72,25.59
500,1000,8.254545454545454,13.0,1.0,1.0,1.0,83,29.086
600,1000,5.345454545454546,10.0,1.0,1.0,1.0,67,35.995
700,1000,6.872727272727273,15.0,1.0,1.0,1.0,113,41.514
800,1000,6.909090909090909,18.0,1.0,1.0,1.0,54,46.492
900,1000,10.50909090909091,19.0,1.0,1.0,1.0,71,59.213
1000,1000,12.690909090909091,22.0,1.0,1.0,1.0,69,57.907
1100,1000,15.181818181818182,25.0,1.0,1.0,1.0,97,61.764
1200,1000,15.163636363636364,25.0,1.0,1.0,1.0,134,72.448
1300,1000,16.472727272727273,27.0,1.0,1.0,1.0,63,81.975
1400,1000,17.163636363636364,27.0,1.0,1.0,1.0,90,79.516
1500,1000,17.2,29.0,1.0,1.0,1.0,99,88.839
1600,1000,20.6,36.0,1.0,1.0,1.0,102,98.66
1700,1000,18.581818181818182,30.0,1.0,1.0,1.0,50,105.805
1800,1000,21.8,40.0,1.0,1.0,1.0,64,109.312
1900,1000,15.854545454545455,31.0,1.0,1.0,1.0,95,117.162
2000,1000,19.472727272727273,37.0,1.0,1.0,1.0,83,124.707
