generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,9.418181818181818,18.0,1.0,1.0,1.0,24,11.897
200,1000,15.381818181818181,25.0,1.0,1.0,1.0,29,24.094
300,1000,22.527272727272727,31.0,1.0,1.0,1.0,24,36.502
400,1000,30.472727272727273,46.0,1.0,1.0,1.0,33,49.301
500,1000,33.654545454545456,55.0,1.0,1.0,1.0,25,58.851
600,1000,39.4,59.0,1.0,1.0,1.0,26,71.869
700,1000,50.69090909090909,70.0,1.0,1.0,1.0,34,82.702
800,1000,58.945454545454545,78.0,1.0,1.0,1.0,24,94.938
900,1000,60.872727272727275,82.0,1.0,1.0,1.0,31,107.899
1000,1000,65.98181818181818,84.0,1.0,1.0,1.0,42,117.897
1100,1000,62.36363636363637,91.0,1.0,1.0,1.0,25,128.533
1200,1000,66.18181818181819,94.0,1.0,1.0,1.0,37,144.719
1300,1000,74.36363636363636,107.0,1.0,1.0,1.0,28,154.266
1400,1000,70.0909090909091,97.0,1.0,1.0,1.0,26,164.417
1500,1000,77.76363636363637,107.0,1.0,1.0,1.0,23,177.663
1600,1000,80.54545454545455,130.0,1.0,1.0,1.0,21,190.63
1700,1000,85.69090909090909,111.0,1.0,1.0,1.0,35,200.599
1800,1000,91.16363636363636,118.0,1.0,1.0,1.0,29,212.469
1900,1000,89.67272727272727,126.0,1.0,1.0,1.0,31,223.446
2000,1000,98.16363636363636,135.0,1.0,1.0,1.0,20,234.687
