generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,45.30909090909091,59.0,1.0,1.0,1.0,6,25.452
200,1000,87.07272727272728,106.0,1.0,1.0,1.0,8,50.838
300,1000,119.43636363636364,144.0,1.0,1.0,1.0,10,74.443
400,1000,153.52727272727273,189.0,1.0,1.0,1.0,11,98.528
500,1000,164.23636363636365,196.0,1.0,1.0,1.0,8,121.782
600,1000,190.8909090909091,223.0,1.0,1.0,1.0,9,147.608
700,1000,205.6909090909091,232.0,1.0,1.0,1.0,8,170.474
800,1000,227.4181818181818,268.0,1.0,1.0,1.0,10,196.935
900,1000,244.27272727272728,278.0,1.0,1.0,1.0,8,219.506
1000,1000,249.27272727272728,295.0,1.0,1.0,1.0,7,245.254
1100,1000,254.96363636363637,302.0,1.0,1.0,1.0,8,269.031
1200,1000,261.3818181818182,317.0,1.0,1.0,1.0,7,293.43
1300,1000,252.34545454545454,298.0,1.0,1.0,1.0,12,317.369
1400,1000,268.2909090909091,304.0,1.0,1.0,1.0,9,342.638
1500,1000,275.2181818181818,318.0,1.0,1.0,1.0,11,367.0
1600,1000,284.9818181818182,309.0,1.0,1.0,1.0,8,392.184
1700,1000,270.6181818181818,330.0,1.0,1.0,1.0,17,417.074
1800,1000,279.96363636363634,311.0,1.0,1.0,1.0,8,441.076
1900,1000,290.8181818181818,339.0,1.0,1.0,1.0,7,465.145
2000,1000,293.56363636363636,339.0,1.0,1.0,1.0,9,490.772
