generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,10.854545454545455,15.0,1.0,1.0,1.0,44,14.032
200,1000,14.054545454545455,25.0,1.0,1.0,1.0,61,28.492
300,1000,25.490909090909092,38.0,1.0,1.0,1.0,31,44.403
400,1000,32.8,43.0,1.0,1.0,1.0,47,58.287
500,1000,38.345454545454544,56.0,1.0,1.0,1.0,33,72.678
600,1000,44.92727272727273,64.0,1.0,1.0,1.0,44,86.346
700,1000,55.27272727272727,79.0,1.0,1.0,1.0,32,100.678
800,1000,50.872727272727275,89.0,1.0,1.0,1.0,45,113.126
900,1000,42.54545454545455,80.0,1.0,1.0,1.0,25,128.07
1000,1000,32.03636363636364,66.0,1.0,1.0,1.0,39,142.611
1100,1000,37.236363636363635,84.0,1.0,1.0,1.0,29,156.342
1200,1000,39.03636363636364,89.0,1.0,1.0,1.0,37,171.543
1300,1000,56.07272727272727,93.0,1.0,1.0,1.0,25,184.804
1400,1000,65.01818181818182,108.0,1.0,1.0,1.0,41,198.586
1500,1000,57.127272727272725,104.0,1.0,1.0,1.0,33,215.32
1600,1000,85.65454545454546,125.0,1.0,1.0,1.0,37,222.276
1700,1000,68.2909090909091,116.0,1.0,1.0,1.0,49,240.703
1800,1000,91.50909090909092,136.0,1.0,1.0,1.0,30,258.296
1900,1000,68.87272727272727,131.0,1.0,1.0,1.0,42,271.76
2000,1000,57.25454545454546,130.0,1.0,1.0,1.0,32,282.528
