generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,40.127272727272725,50.0,1.0,1.0,1.0,10,27.859
200,1000,80.72727272727273,102.0,1.0,1.0,1.0,11,55.909
300,1000,124.67272727272727,159.0,1.0,1.0,1.0,15,83.232
400,1000,152.96363636363637,198.0,1.0,1.0,1.0,10,110.534
500,1000,168.63636363636363,235.0,1.0,1.0,1.0,8,137.898
600,1000,186.65454545454546,270.0,1.0,1.0,1.0,16,164.969
700,1000,239.1818181818182,307.0,1.0,1.0,1.0,13,193.449
800,1000,261.4727272727273,331.0,1.0,1.0,1.0,11,220.129
900,1000,267.3090909090909,356.0,1.0,1.0,1.0,9,248.363
1000,1000,190.94545454545454,376.0,1.0,1.0,1.0,11,276.822
1100,1000,309.1272727272727,412.0,1.0,1.0,1.0,19,304.588
1200,1000,313.72727272727275,435.0,1.0,1.0,1.0,10,331.048
1300,1000,352.54545454545456,463.0,1.0,1.0,1.0,15,358.889
1400,1000,315.74545454545455,464.0,1.0,1.0,1.0,10,387.875
1500,1000,295.1454545454545,466.0,1.0,1.0,1.0,8,413.421
1600,1000,270.3454545454546,504.0,1.0,1.0,1.0,11,440.431
1700,1000,219.1090909090909,509.0,1.0,1.0,1.0,12,468.885
1800,1000,293.8727272727273,521.0,1.0,1.0,1.0,15,497.041
1900,1000,171.07272727272726,269.0,1.0,1.0,1.0,9,524.195
2000,1000,202.63636363636363,300.0,1.0,1.0,1.0,13,551.518
