generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,8.436363636363636,12.0,1.0,1.0,1.0,37,13.402
200,1000,15.927272727272728,29.0,1.0,1.0,1.0,50,25.641
300,1000,26.327272727272728,35.0,1.0,1.0,1.0,27,39.833
400,1000,31.727272727272727,50.0,1.0,1.0,1.0,24,54.371
500,1000,34.85454545454545,51.0,1.0,1.0,1.0,69,67.309
600,1000,42.61818181818182,59.0,1.0,1.0,1.0,37,81.298
700,1000,50.18181818181818,71.0,1.0,1.0,1.0,31,95.65
800,1000,51.63636363636363,78.0,1.0,1.0,1.0,34,109.495
900,1000,62.72727272727273,88.0,1.0,1.0,1.0,31,123.353
1000,1000,66.2909090909091,98.0,1.0,1.0,1.0,30,136.74
1100,1000,65.83636363636364,99.0,1.0,1.0,1.0,33,150.766
1200,1000,74.27272727272727,107.0,1.0,1.0,1.0,27,163.421
1300,1000,76.2,121.0,1.0,1.0,1.0,28,179.454
1400,1000,90.41818181818182,128.0,1.0,1.0,1.0,24,192.698
1500,1000,92.45454545454545,133.0,1.0,1.0,1.0,31,202.186
1600,1000,88.89090909090909,130.0,1.0,1.0,1.0,25,218.306
1700,1000,92.2,146.0,1.0,1.0,1.0,31,224.065
1800,1000,82.47272727272727,132.0,1.0,1.0,1.0,37,240.956
1900,1000,91.78181818181818,146.0,1.0,1.0,1.0,51,253.711
2000,1000,97.30909090909091,144.0,1.0,1.0,1.0,34,264.107
