generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,45.018181818181816,59.0,1.0,1.0,1.0,12,27.343
200,1000,86.0909090909091,115.0,1.0,1.0,1.0,9,55.256
300,1000,127.78181818181818,162.0,1.0,1.0,1.0,15,81.573
400,1000,146.54545454545453,197.0,1.0,1.0,1.0,11,108.839
500,1000,173.21818181818182,239.0,1.0,1.0,1.0,8,136.642
600,1000,202.5090909090909,276.0,1.0,1.0,1.0,11,164.299
700,1000,221.92727272727274,295.0,1.0,1.0,1.0,9,191.112
800,1000,230.03636363636363,305.0,1.0,1.0,1.0,8,216.057
900,1000,277.8363636363636,338.0,1.0,1.0,1.0,10,242.977
1000,1000,285.1090909090909,366.0,1.0,1.0,1.0,12,270.395
1100,1000,277.2181818181818,382.0,1.0,1.0,1.0,8,298.982
1200,1000,259.0181818181818,410.0,1.0,1.0,1.0,16,326.28
1300,1000,309.6909090909091,441.0,1.0,1.0,1.0,10,351.764
1400,1000,308.3454545454546,453.0,1.0,1.0,1.0,11,377.92
1500,1000,357.0181818181818,477.0,1.0,1.0,1.0,13,408.839
1600,1000,307.4909090909091,487.0,1.0,1.0,1.0,10,433.016
1700,1000,248.76363636363635,511.0,1.0,1.0,1.0,14,462.738
1800,1000,274.74545454545455,530.0,1.0,1.0,1.0,11,487.819
1900,1000,146.12727272727273,214.0,1.0,1.0,1.0,8,513.75
2000,1000,328.7818181818182,557.0,1.0,1.0,1.0,8,542.458
