generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,8.6,15.0,1.0,1.0,1.0,32,13.725
200,1000,15.290909090909091,22.0,1.0,1.0,1.0,47,26.572
300,1000,28.963636363636365,38.0,1.0,1.0,1.0,37,40.543
400,1000,33.09090909090909,48.0,1.0,1.0,1.0,31,55.908
500,1000,34.45454545454545,59.0,1.0,1.0,1.0,49,67.016
600,1000,43.981818181818184,70.0,1.0,1.0,1.0,32,81.51
700,1000,52.69090909090909,76.0,1.0,1.0,1.0,27,96.014
800,1000,48.96363636363636,83.0,1.0,1.0,1.0,48,113.237
900,1000,62.74545454545454,93.0,1.0,1.0,1.0,28,123.942
1000,1000,43.32727272727273,102.0,1.0,1.0,1.0,29,133.628
1100,1000,75.34545454545454,115.0,1.0,1.0,1.0,31,150.878
1200,1000,69.01818181818182,121.0,1.0,1.0,1.0,30,166.758
1300,1000,71.0909090909091,128.0,1.0,1.0,1.0,29,177.899
1400,1000,76.07272727272728,132.0,1.0,1.0,1.0,30,195.327
1500,1000,78.49090909090908,146.0,1.0,1.0,1.0,72,207.319
1600,1000,85.2909090909091,148.0,1.0,1.0,1.0,33,223.086
1700,1000,89.12727272727273,155.0,1.0,1.0,1.0,30,233.638
1800,1000,93.85454545454546,161.0,1.0,1.0,1.0,62,249.096
1900,1000,96.2,176.0,1.0,1.0,1.0,32,261.901
2000,1000,110.49090909090908,190.0,1.0,1.0,1.0,30,276.036
