generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,2.2181818181818183,5.0,1.0,1.0,1.0,200,6.261
200,1000,3.5636363636363635,6.0,1.0,1.0,1.0,147,15.291
300,1000,8.4,15.0,1.0,1.0,1.0,192,25.037
400,1000,11.781818181818181,19.0,1.0,1.0,1.0,155,33.8
500,1000,10.981818181818182,21.0,1.0,1.0,1.0,104,41.962
600,1000,11.8,23.0,1.0,1.0,1.0,82,51.383
700,1000,11.836363636363636,23.0,1.0,1.0,1.0,175,57.966
800,1000,13.0,23.0,1.0,1.0,1.0,144,70.088
900,1000,14.018181818181818,25.0,1.0,1.0,1.0,97,82.921
1000,1000,13.454545454545455,23.0,1.0,1.0,1.0,155,86.693
1100,1000,9.927272727272728,24.0,1.0,1.0,1.0,139,98.785
1200,1000,14.272727272727273,27.0,1.0,1.0,1.0,188,111.889
1300,1000,11.963636363636363,31.0,1.0,1.0,1.0,108,105.899
1400,1000,20.054545454545455,37.0,1.0,1.0,1.0,88,117.576
1500,1000,20.654545454545456,34.0,1.0,1.0,1.0,101,116.291
1600,1000,21.618181818181817,37.0,1.0,1.0,1.0,116,135.079
1700,1000,19.854545454545455,37.0,1.0,1.0,1.0,124,142.143
1800,1000,19.78181818181818,43.0,1.0,1.0,1.0,232,154.936
1900,1000,21.78181818181818,45.0,1.0,1.0,1.0,97,153.408
2000,1000,6.254545454545455,13.0,1.0,1.0,1.0,139,168.128
