generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,11.727272727272727,19.0,1.0,1.0,1.0,20,10.554
200,1000,16.2,24.0,1.0,1.0,1.0,29,21.697
300,1000,22.30909090909091,32.0,1.0,1.0,1.0,23,30.434
400,1000,34.27272727272727,47.0,1.0,1.0,1.0,29,42.258
500,1000,38.163636363636364,51.0,1.0,1.0,1.0,20,51.082
600,1000,47.127272727272725,61.0,1.0,1.0,1.0,22,60.638
700,1000,49.0,67.0,1.0,1.0,1.0,26,72.813
800,1000,50.09090909090909,71.0,1.0,1.0,1.0,29,82.715
900,1000,44.018181818181816,60.0,1.0,1.0,1.0,25,91.963
1000,1000,51.30909090909091,69.0,1.0,1.0,1.0,24,101.381
1100,1000,57.6,80.0,1.0,1.0,1.0,36,114.725
1200,1000,59.63636363636363,75.0,1.0,1.0,1.0,25,122.496
1300,1000,61.78181818181818,84.0,1.0,1.0,1.0,24,132.64
1400,1000,65.10909090909091,90.0,1.0,1.0,1.0,22,144.788
1500,1000,71.30909090909091,92.0,1.0,1.0,1.0,22,154.799
1600,1000,78.96363636363637,97.0,1.0,1.0,1.0,30,162.816
1700,1000,69.41818181818182,96.0,1.0,1.0,1.0,33,173.646
1800,1000,73.0909090909091,94.0,1.0,1.0,1.0,22,184.429
1900,1000,75.61818181818182,100.0,1.0,1.0,1.0,23,195.17
2000,1000,77.98181818181818,103.0,1.0,1.0,1.0,23,206.811
