generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,47.18181818181818,67.0,1.0,1.0,1.0,8,25.332
200,1000,95.0909090909091,116.0,1.0,1.0,1.0,9,50.207
300,1000,133.25454545454545,157.0,1.0,1.0,1.0,9,75.311
400,1000,146.01818181818183,173.0,1.0,1.0,1.0,11,100.441
500,1000,184.03636363636363,217.0,1.0,1.0,1.0,8,125.405
600,1000,192.61818181818182,234.0,1.0,1.0,1.0,7,150.059
700,1000,202.14545454545456,233.0,1.0,1.0,1.0,12,175.129
800,1000,219.96363636363637,267.0,1.0,1.0,1.0,11,199.716
900,1000,222.6727272727273,262.0,1.0,1.0,1.0,8,225.024
1000,1000,235.5818181818182,273.0,1.0,1.0,1.0,8,249.295
1100,1000,252.0909090909091,292.0,1.0,1.0,1.0,9,275.321
1200,1000,244.0909090909091,292.0,1.0,1.0,1.0,11,299.412
1300,1000,261.8545454545455,311.0,1.0,1.0,1.0,10,323.893
1400,1000,272.3818181818182,307.0,1.0,1.0,1.0,8,349.032
1500,1000,254.87272727272727,311.0,1.0,1.0,1.0,12,373.914
1600,1000,283.03636363636366,323.0,1.0,1.0,1.0,7,399.07
1700,1000,279.5272727272727,311.0,1.0,1.0,1.0,8,424.011
1800,1000,279.7090909090909,329.0,1.0,1.0,1.0,8,447.251
1900,1000,260.4727272727273,328.0,1.0,1.0,1.0,10,471.396
2000,1000,285.3636363636364,327.0,1.0,1.0,1.0,10,496.954
