generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,3.381818181818182,6.0,1.0,1.0,1.0,20,2.128
200,1000,5.2727272727272725,11.0,1.0,1.0,1.0,25,4.447
300,1000,5.709090909090909,9.0,1.0,1.0,1.0,26,6.984
400,1000,8.218181818181819,14.0,1.0,1.0,1.0,16,9.267
500,1000,7.381818181818182,14.0,1.0,1.0,1.0,29,12.14
600,1000,10.690909090909091,16.0,1.0,1.0,1.0,20,13.891
700,1000,11.672727272727272,21.0,1.0,1.0,1.0,35,15.995
800,1000,13.563636363636364,21.0,1.0,1.0,1.0,29,18.381
900,1000,13.127272727272727,20.0,1.0,1.0,1.0,23,21.118
1000,1000,13.6,24.0,1.0,1.0,1.0,20,22.9
1100,1000,14.163636363636364,21.0,1.0,1.0,1.0,37,24.907
1200,1000,14.545454545454545,25.0,1.0,1.0,1.0,24,27.69
1300,1000,15.89090909090909,26.0,1.0,1.0,1.0,21,30.113
1400,1000,15.49090909090909,25.0,1.0,1.0,1.0,21,32.854
1500,1000,16.454545454545453,22.0,1.0,1.0,1.0,26,34.742
1600,1000,15.381818181818181,22.0,1.0,1.0,1.0,25,36.368
1700,1000,17.12727272727273,23.0,1.0,1.0,1.0,22,38.926
1800,1000,15.527272727272727,26.0,1.0,1.0,1.0,31,39.963
1900,1000,17.2,28.0,1.0,1.0,1.0,39,43.093
2000,1000,19.4,25.0,1.0,1.0,1.0,29,45.71
