generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,1.0909090909090908,2.0,1.0,1.0,1.0,55,4.019
200,1000,3.709090909090909,8.0,1.0,1.0,1.0,67,8.051
300,1000,4.763636363636364,10.0,1.0,1.0,1.0,63,11.936
400,1000,6.254545454545455,12.0,1.0,1.0,1.0,99,17.13
500,1000,10.145454545454545,17.0,1.0,1.0,1.0,49,22.431
600,1000,11.090909090909092,15.0,1.0,1.0,1.0,65,27.008
700,1000,11.218181818181819,16.0,1.0,1.0,1.0,53,31.756
800,1000,11.181818181818182,21.0,1.0,1.0,1.0,102,33.821
900,1000,11.563636363636364,19.0,1.0,1.0,1.0,108,36.105
1000,1000,11.345454545454546,20.0,1.0,1.0,1.0,88,44.147
1100,1000,14.254545454545454,23.0,1.0,1.0,1.0,79,48.238
1200,1000,15.454545454545455,26.0,1.0,1.0,1.0,42,52.527
1300,1000,14.10909090909091,27.0,1.0,1.0,1.0,72,56.986
1400,1000,16.436363636363637,26.0,1.0,1.0,1.0,51,62.293
1500,1000,14.218181818181819,23.0,1.0,1.0,1.0,54,63.294
1600,1000,14.872727272727273,26.0,1.0,1.0,1.0,63,72.035
1700,1000,19.054545454545455,29.0,1.0,1.0,1.0,60,76.871
1800,1000,17.418181818181818,27.0,1.0,1.0,1.0,59,79.104
1900,1000,21.4,29.0,1.0,1.0,1.0,47,86.898
2000,1000,20.21818181818182,33.0,1.0,1.0,1.0,47,87.782
