generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,7.2,11.0,1.0,1.0,1.0,53,13.491
200,1000,14.945454545454545,22.0,1.0,1.0,1.0,34,27.301
300,1000,23.727272727272727,36.0,1.0,1.0,1.0,32,42.12
400,1000,30.927272727272726,44.0,1.0,1.0,1.0,30,56.186
500,1000,40.163636363636364,58.0,1.0,1.0,1.0,47,70.793
600,1000,46.18181818181818,76.0,1.0,1.0,1.0,52,85.821
700,1000,47.945454545454545,77.0,1.0,1.0,1.0,39,100.773
800,1000,48.45454545454545,84.0,1.0,1.0,1.0,28,114.561
900,1000,52.61818181818182,96.0,1.0,1.0,1.0,30,127.096
1000,1000,69.61818181818182,106.0,1.0,1.0,1.0,28,142.473
1100,1000,63.872727272727275,115.0,1.0,1.0,1.0,46,157.504
1200,1000,75.05454545454545,120.0,1.0,1.0,1.0,31,173.585
1300,1000,77.98181818181818,126.0,1.0,1.0,1.0,39,184.218
1400,1000,84.03636363636363,138.0,1.0,1.0,1.0,36,201.824
1500,1000,89.01818181818182,149.0,1.0,1.0,1.0,46,217.85
1600,1000,91.7090909090909,152.0,1.0,1.0,1.0,28,224.683
1700,1000,99.34545454545454,163.0,1.0,1.0,1.0,46,241.811
1800,1000,107.16363636363636,176.0,1.0,1.0,1.0,36,252.649
1900,1000,122.07272727272728,184.0,1.0,1.0,1.0,74,265.334
2000,1000,91.56363636363636,188.0,1.0,1.0,1.0,27,282.324
