generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,1.9272727272727272,4.0,1.0,1.0,1.0,177,3.617
200,1000,2.4363636363636365,6.0,1.0,1.0,1.0,75,8.908
300,1000,3.7818181818181817,7.0,1.0,1.0,1.0,108,13.203
400,1000,3.7454545454545456,9.0,1.0,1.0,1.0,98,18.005
500,1000,5.8545454545454545,12.0,1.0,1.0,1.0,70,22.146
600,1000,6.509090909090909,10.0,1.0,1.0,1.0,64,27.915
700,1000,9.672727272727272,16.0,1.0,1.0,1.0,34,31.863
800,1000,9.89090909090909,17.0,1.0,1.0,1.0,58,38.184
900,1000,12.309090909090909,23.0,1.0,1.0,1.0,100,44.047
1000,1000,12.618181818181819,21.0,1.0,1.0,1.0,96,45.294
1100,1000,12.763636363636364,18.0,1.0,1.0,1.0,90,50.571
1200,1000,13.963636363636363,24.0,1.0,1.0,1.0,76,57.948
1300,1000,16.10909090909091,23.0,1.0,1.0,1.0,105,62.979
1400,1000,15.709090909090909,24.0,1.0,1.0,1.0,93,64.723
1500,1000,20.672727272727272,30.0,1.0,1.0,1.0,45,69.355
1600,1000,18.945454545454545,27.0,1.0,1.0,1.0,41,73.195
1700,1000,19.2,29.0,1.0,1.0,1.0,97,80.665
1800,1000,18.29090909090909,32.0,1.0,1.0,1.0,49,82.107
1900,1000,14.545454545454545,27.0,1.0,1.0,1.0,62,89.01
2000,1000,17.8,32.0,1.0,1.0,1.0,97,93.871
