generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,1.709090909090909,4.0,1.0,1.0,1.0,291,4.246
200,1000,2.581818181818182,5.0,1.0,1.0,1.0,123,11.777
300,1000,3.418181818181818,7.0,1.0,1.0,1.0,82,15.914
400,1000,5.090909090909091,11.0,1.0,1.0,1.0,94,22.614
500,1000,5.418181818181818,11.0,1.0,1.0,1.0,88,29.726
600,1000,6.472727272727273,15.0,1.0,1.0,1.0,74,35.9
700,1000,8.8,17.0,1.0,1.0,1.0,66,44.285
800,1000,9.090909090909092,19.0,1.0,1.0,1.0,70,49.543
900,1000,12.981818181818182,25.0,1.0,1.0,1.0,75,55.803
1000,1000,13.381818181818181,27.0,1.0,1.0,1.0,83,66.6
1100,1000,17.672727272727272,27.0,1.0,1.0,1.0,154,69.759
1200,1000,18.763636363636362,32.0,1.0,1.0,1.0,40,75.65
1300,1000,18.90909090909091,30.0,1.0,1.0,1.0,84,84.543
1400,1000,20.509090909090908,35.0,1.0,1.0,1.0,93,88.293
1500,1000,22.21818181818182,34.0,1.0,1.0,1.0,96,89.558
1600,1000,23.78181818181818,38.0,1.0,1.0,1.0,55,100.429
1700,1000,26.581818181818182,41.0,1.0,1.0,1.0,165,106.955
1800,1000,24.054545454545455,44.0,1.0,1.0,1.0,60,109.332
1900,1000,28.527272727272727,43.0,1.0,1.0,1.0,101,108.654
2000,1000,9.309090909090909,18.0,1.0,1.0,1.0,165,109.569
