generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,47.054545454545455,66.0,1.0,1.0,1.0,8,27.208
200,1000,82.36363636363636,107.0,1.0,1.0,1.0,9,53.618
300,1000,118.16363636363636,157.0,1.0,1.0,1.0,11,80.378
400,1000,150.52727272727273,198.0,1.0,1.0,1.0,12,107.303
500,1000,179.56363636363636,240.0,1.0,1.0,1.0,10,134.206
600,1000,194.38181818181818,256.0,1.0,1.0,1.0,14,160.669
700,1000,212.4,273.0,1.0,1.0,1.0,10,186.101
800,1000,224.8181818181818,284.0,1.0,1.0,1.0,10,213.843
900,1000,223.47272727272727,285.0,1.0,1.0,1.0,10,240.296
1000,1000,223.25454545454545,297.0,1.0,1.0,1.0,10,268.192
1100,1000,223.27272727272728,289.0,1.0,1.0,1.0,11,293.582
1200,1000,224.78181818181818,326.0,1.0,1.0,1.0,8,321.367
1300,1000,249.6727272727273,316.0,1.0,1.0,1.0,12,347.344
1400,1000,235.12727272727273,310.0,1.0,1.0,1.0,8,374.684
1500,1000,282.8909090909091,354.0,1.0,1.0,1.0,8,401.451
1600,1000,283.8,351.0,1.0,1.0,1.0,11,428.107
1700,1000,296.6181818181818,363.0,1.0,1.0,1.0,10,454.587
1800,1000,289.4,382.0,1.0,1.0,1.0,8,482.697
1900,1000,298.6,390.0,1.0,1.0,1.0,9,506.74
2000,1000,289.94545454545454,393.0,1.0,1.0,1.0,8,535.304
