generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,8.472727272727273,16.0,1.0,1.0,1.0,45,12.186
200,1000,19.10909090909091,26.0,1.0,1.0,1.0,31,26.361
300,1000,25.345454545454544,37.0,1.0,1.0,1.0,35,39.538
400,1000,30.381818181818183,44.0,1.0,1.0,1.0,42,52.573
500,1000,36.25454545454546,57.0,1.0,1.0,1.0,29,66.666
600,1000,38.03636363636364,58.0,1.0,1.0,1.0,45,79.291
700,1000,44.69090909090909,73.0,1.0,1.0,1.0,80,94.717
800,1000,60.07272727272727,85.0,1.0,1.0,1.0,47,106.238
900,1000,65.25454545454545,92.0,1.0,1.0,1.0,47,117.173
1000,1000,72.07272727272728,105.0,1.0,1.0,1.0,26,135.524
1100,1000,71.89090909090909,107.0,1.0,1.0,1.0,32,146.024
1200,1000,73.94545454545455,113.0,1.0,1.0,1.0,29,157.795
1300,1000,81.50909090909092,129.0,1.0,1.0,1.0,52,171.928
1400,1000,67.50909090909092,127.0,1.0,1.0,1.0,47,185.084
1500,1000,60.29090909090909,113.0,1.0,1.0,1.0,34,202.669
1600,1000,63.07272727272727,112.0,1.0,1.0,1.0,28,214.894
1700,1000,61.945454545454545,91.0,1.0,1.0,1.0,30,225.12
1800,1000,63.472727272727276,95.0,1.0,1.0,1.0,26,241.177
1900,1000,72.12727272727273,115.0,1.0,1.0,1.0,29,253.862
2000,1000,67.05454545454545,102.0,1.0,1.0,1.0,35,268.95
