generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,0.7272727272727273,2.0,1.0,1.0,1.0,422,5.497
200,1000,3.381818181818182,8.0,1.0,1.0,1.0,283,12.036
300,1000,5.254545454545455,9.0,1.0,1.0,1.0,187,22.708
400,1000,6.454545454545454,11.0,1.0,1.0,1.0,93,29.575
500,1000,9.236363636363636,16.0,1.0,1.0,1.0,83,39.35
600,1000,8.8,22.0,1.0,1.0,1.0,189,41.83
700,1000,7.127272727272727,17.0,1.0,1.0,1.0,226,46.846
800,1000,9.163636363636364,26.0,1.0,1.0,1.0,145,54.639
900,1000,10.636363636363637,23.0,1.0,1.0,1.0,93,68.007
1000,1000,10.618181818181819,19.0,1.0,1.0,1.0,63,70.309
1100,1000,10.345454545454546,23.0,1.0,1.0,1.0,138,84.791
1200,1000,14.945454545454545,26.0,1.0,1.0,1.0,105,88.156
1300,1000,11.963636363636363,24.0,1.0,1.0,1.0,99,94.038
1400,1000,12.181818181818182,23.0,1.0,1.0,1.0,130,98.587
1500,1000,9.054545454545455,17.0,1.0,1.0,1.0,109,114.569
1600,1000,11.2,18.0,1.0,1.0,1.0,152,136.379
1700,1000,13.963636363636363,24.0,1.0,1.0,1.0,162,137.885
1800,1000,9.6,21.0,1.0,1.0,1.0,196,146.023
1900,1000,16.727272727272727,24.0,1.0,1.0,1.0,61,153.566
2000,1000,14.127272727272727,28.0,1.0,1.0,1.0,105,157.597
