generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,8.054545454545455,16.0,1.0,1.0,1.0,42,11.738
200,1000,14.309090909090909,25.0,1.0,1.0,1.0,33,23.759
300,1000,26.2,37.0,1.0,1.0,1.0,24,36.69
400,1000,33.96363636363636,49.0,1.0,1.0,1.0,26,47.961
500,1000,36.6,55.0,1.0,1.0,1.0,30,59.009
600,1000,46.127272727272725,70.0,1.0,1.0,1.0,28,70.615
700,1000,48.90909090909091,64.0,1.0,1.0,1.0,36,82.153
800,1000,46.70909090909091,65.0,1.0,1.0,1.0,38,95.467
900,1000,47.70909090909091,70.0,1.0,1.0,1.0,30,107.781
1000,1000,48.61818181818182,74.0,1.0,1.0,1.0,37,118.397
1100,1000,55.054545454545455,76.0,1.0,1.0,1.0,33,130.593
1200,1000,59.945454545454545,81.0,1.0,1.0,1.0,27,142.393
1300,1000,64.52727272727273,82.0,1.0,1.0,1.0,39,155.286
1400,1000,63.29090909090909,88.0,1.0,1.0,1.0,24,165.979
1500,1000,61.43636363636364,98.0,1.0,1.0,1.0,26,178.067
1600,1000,73.34545454545454,96.0,1.0,1.0,1.0,30,192.005
1700,1000,72.2,102.0,1.0,1.0,1.0,21,198.821
1800,1000,70.50909090909092,104.0,1.0,1.0,1.0,31,210.73
1900,1000,83.25454545454545,119.0,1.0,1.0,1.0,16,223.887
2000,1000,72.63636363636364,110.0,1.0,1.0,1.0,26,236.176
