generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,47.90909090909091,61.0,1.0,1.0,1.0,11,26.991
200,1000,88.05454545454545,119.0,1.0,1.0,1.0,10,53.87
300,1000,99.8,134.0,1.0,1.0,1.0,8,80.694
400,1000,139.96363636363637,184.0,1.0,1.0,1.0,10,106.891
500,1000,131.3272727272727,183.0,1.0,1.0,1.0,8,132.086
600,1000,174.36363636363637,229.0,1.0,1.0,1.0,11,158.78
700,1000,179.4,231.0,1.0,1.0,1.0,8,185.624
800,1000,157.21818181818182,211.0,1.0,1.0,1.0,9,212.297
900,1000,208.01818181818183,261.0,1.0,1.0,1.0,9,238.48
1000,1000,230.23636363636365,290.0,1.0,1.0,1.0,11,264.901
1100,1000,248.0909090909091,319.0,1.0,1.0,1.0,8,291.847
1200,1000,224.70909090909092,295.0,1.0,1.0,1.0,14,318.934
1300,1000,243.3090909090909,323.0,1.0,1.0,1.0,9,344.33
1400,1000,279.09090909090907,341.0,1.0,1.0,1.0,12,370.772
1500,1000,263.6,360.0,1.0,1.0,1.0,8,399.207
1600,1000,237.45454545454547,344.0,1.0,1.0,1.0,17,423.374
1700,1000,284.05454545454546,369.0,1.0,1.0,1.0,15,449.704
1800,1000,281.6363636363636,357.0,1.0,1.0,1.0,11,474.658
1900,1000,270.25454545454545,350.0,1.0,1.0,1.0,13,504.165
2000,1000,258.6545454545454,348.0,1.0,1.0,1.0,11,529.115
