generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,1.6363636363636365,5.0,1.0,1.0,1.0,85,3.227
200,1000,3.272727272727273,8.0,1.0,1.0,1.0,39,6.051
300,1000,4.890909090909091,11.0,1.0,1.0,1.0,50,10.215
400,1000,6.218181818181818,12.0,1.0,1.0,1.0,24,13.652
500,1000,7.418181818181818,14.0,1.0,1.0,1.0,32,15.65
600,1000,8.181818181818182,13.0,1.0,1.0,1.0,54,18.648
700,1000,13.254545454545454,22.0,1.0,1.0,1.0,44,21.105
800,1000,12.381818181818181,19.0,1.0,1.0,1.0,49,25.429
900,1000,11.127272727272727,17.0,1.0,1.0,1.0,39,28.876
1000,1000,14.727272727272727,22.0,1.0,1.0,1.0,57,31.149
1100,1000,15.018181818181818,23.0,1.0,1.0,1.0,45,35.563
1200,1000,15.654545454545454,23.0,1.0,1.0,1.0,41,40.269
1300,1000,17.509090909090908,27.0,1.0,1.0,1.0,31,43.142
1400,1000,18.345454545454544,28.0,1.0,1.0,1.0,45,45.31
1500,1000,17.054545454545455,25.0,1.0,1.0,1.0,30,48.936
1600,1000,17.236363636363638,23.0,1.0,1.0,1.0,53,52.631
1700,1000,17.70909090909091,25.0,1.0,1.0,1.0,60,54.513
1800,1000,19.527272727272727,27.0,1.0,1.0,1.0,29,57.685
1900,1000,21.98181818181818,32.0,1.0,1.0,1.0,48,63.293
2000,1000,19.6,30.0,1.0,1.0,1.0,43,64.743
