generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,1.4363636363636363,4.0,1.0,1.0,1.0,464,3.874
200,1000,4.181818181818182,7.0,1.0,1.0,1.0,100,15.068
300,1000,4.781818181818182,8.0,1.0,1.0,1.0,110,21.474
400,1000,4.9818181818181815,9.0,1.0,1.0,1.0,131,24.574
500,1000,5.6909090909090905,10.0,1.0,1.0,1.0,127,31.669
600,1000,7.6,13.0,1.0,1.0,1.0,105,41.066
700,1000,8.727272727272727,15.0,1.0,1.0,1.0,135,47.533
800,1000,7.490909090909091,12.0,1.0,1.0,1.0,120,57.576
900,1000,9.072727272727272,17.0,1.0,1.0,1.0,62,73.464
1000,1000,11.418181818181818,21.0,1.0,1.0,1.0,118,83.505
1100,1000,14.49090909090909,25.0,1.0,1.0,1.0,85,84.868
1200,1000,14.290909090909091,21.0,1.0,1.0,1.0,118,94.045
1300,1000,13.781818181818181,23.0,1.0,1.0,1.0,72,96.379
1400,1000,13.290909090909091,27.0,1.0,1.0,1.0,117,101.843
1500,1000,16.345454545454544,27.0,1.0,1.0,1.0,84,114.18
1600,1000,17.818181818181817,29.0,1.0,1.0,1.0,89,119.064
1700,1000,12.436363636363636,30.0,1.0,1.0,1.0,203,132.634
1800,1000,5.636363636363637,16.0,1.0,1.0,1.0,134,140.239
1900,1000,6.381818181818182,15.0,1.0,1.0,1.0,113,156.961
2000,1000,6.618181818181818,11.0,1.0,1.0,1.0,94,154.226
