generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,47.56363636363636,67.0,1.0,1.0,1.0,10,26.229
200,1000,87.74545454545455,104.0,1.0,1.0,1.0,7,52.45
300,1000,114.81818181818181,142.0,1.0,1.0,1.0,9,79.194
400,1000,143.5090909090909,176.0,1.0,1.0,1.0,7,105.565
500,1000,183.27272727272728,220.0,1.0,1.0,1.0,7,131.827
600,1000,182.1090909090909,219.0,1.0,1.0,1.0,10,158.033
700,1000,207.83636363636364,255.0,1.0,1.0,1.0,9,184.406
800,1000,210.29090909090908,258.0,1.0,1.0,1.0,9,209.861
900,1000,241.47272727272727,275.0,1.0,1.0,1.0,8,234.175
1000,1000,234.5818181818182,281.0,1.0,1.0,1.0,7,259.565
1100,1000,244.56363636363636,304.0,1.0,1.0,1.0,7,284.895
1200,1000,241.03636363636363,291.0,1.0,1.0,1.0,13,311.684
1300,1000,261.8181818181818,317.0,1.0,1.0,1.0,9,337.841
1400,1000,242.27272727272728,309.0,1.0,1.0,1.0,11,365.391
1500,1000,250.0,301.0,1.0,1.0,1.0,10,389.352
1600,1000,268.8727272727273,320.0,1.0,1.0,1.0,10,415.051
1700,1000,275.1090909090909,334.0,1.0,1.0,1.0,10,442.739
1800,1000,291.54545454545456,344.0,1.0,1.0,1.0,8,467.386
1900,1000,278.5272727272727,336.0,1.0,1.0,1.0,9,495.076
2000,1000,274.1272727272727,328.0,1.0,1.0,1.0,9,519.77
