generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,2.4909090909090907,6.0,1.0,1.0,1.0,253,6.154
200,1000,3.4909090909090907,8.0,1.0,1.0,1.0,169,12.266
300,1000,6.6909090909090905,12.0,1.0,1.0,1.0,101,21.836
400,1000,6.818181818181818,12.0,1.0,1.0,1.0,146,27.642
500,1000,10.145454545454545,15.0,1.0,1.0,1.0,146,38.132
600,1000,8.327272727272728,16.0,1.0,1.0,1.0,129,46.041
700,1000,8.945454545454545,15.0,1.0,1.0,1.0,99,55.261
800,1000,13.527272727272727,23.0,1.0,1.0,1.0,88,69.737
900,1000,10.545454545454545,22.0,1.0,1.0,1.0,157,73.005
1000,1000,14.545454545454545,27.0,1.0,1.0,1.0,94,83.532
1100,1000,15.454545454545455,30.0,1.0,1.0,1.0,176,92.216
1200,1000,12.090909090909092,21.0,1.0,1.0,1.0,82,97.348
1300,1000,15.563636363636364,26.0,1.0,1.0,1.0,142,111.24
1400,1000,14.145454545454545,30.0,1.0,1.0,1.0,87,116.14
1500,1000,8.018181818181818,28.0,1.0,1.0,1.0,164,121.509
1600,1000,9.381818181818181,27.0,1.0,1.0,1.0,119,123.993
1700,1000,6.7272727272727275,17.0,1.0,1.0,1.0,253,145.189
1800,1000,7.5636363636363635,13.0,1.0,1.0,1.0,126,153.637
1900,1000,13.6,34.0,1.0,1.0,1.0,112,159.884
2000,1000,19.618181818181817,38.0,1.0,1.0,1.0,130,170.397
