generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,43.49090909090909,61.0,1.0,1.0,1.0,10,26.079
200,1000,83.36363636363636,101.0,1.0,1.0,1.0,9,51.711
300,1000,117.36363636363636,136.0,1.0,1.0,1.0,10,77.965
400,1000,137.4,166.0,1.0,1.0,1.0,8,103.135
500,1000,172.25454545454545,210.0,1.0,1.0,1.0,9,129.423
600,1000,194.6727272727273,233.0,1.0,1.0,1.0,10,155.158
700,1000,203.87272727272727,242.0,1.0,1.0,1.0,9,181.924
800,1000,215.96363636363637,271.0,1.0,1.0,1.0,11,207.747
900,1000,228.56363636363636,288.0,1.0,1.0,1.0,8,233.605
1000,1000,256.8545454545455,308.0,1.0,1.0,1.0,8,259.611
1100,1000,262.3636363636364,315.0,1.0,1.0,1.0,11,285.546
1200,1000,271.3818181818182,337.0,1.0,1.0,1.0,12,311.222
1300,1000,275.7818181818182,338.0,1.0,1.0,1.0,9,336.004
1400,1000,268.2,328.0,1.0,1.0,1.0,8,361.855
1500,1000,264.56363636363636,332.0,1.0,1.0,1.0,10,388.913
1600,1000,285.3272727272727,347.0,1.0,1.0,1.0,12,415.028
1700,1000,282.8909090909091,337.0,1.0,1.0,1.0,8,439.542
1800,1000,284.03636363636366,349.0,1.0,1.0,1.0,12,464.938
1900,1000,307.90909090909093,367.0,1.0,1.0,1.0,12,490.994
2000,1000,308.3090909090909,376.0,1.0,1.0,1.0,9,517.351
