generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,50.945454545454545,70.0,1.0,1.0,1.0,14,27.323
200,1000,87.2,109.0,1.0,1.0,1.0,9,54.255
300,1000,126.16363636363636,157.0,1.0,1.0,1.0,10,81.44
400,1000,146.8909090909091,178.0,1.0,1.0,1.0,9,108.611
500,1000,164.03636363636363,213.0,1.0,1.0,1.0,11,136.583
600,1000,204.0,259.0,1.0,1.0,1.0,9,164.419
700,1000,184.03636363636363,259.0,1.0,1.0,1.0,9,190.961
800,1000,187.29090909090908,257.0,1.0,1.0,1.0,10,217.707
900,1000,196.12727272727273,272.0,1.0,1.0,1.0,12,243.386
1000,1000,206.8909090909091,263.0,1.0,1.0,1.0,9,273.437
1100,1000,234.76363636363635,316.0,1.0,1.0,1.0,10,299.574
1200,1000,228.87272727272727,352.0,1.0,1.0,1.0,13,326.189
1300,1000,237.25454545454545,372.0,1.0,1.0,1.0,9,353.465
1400,1000,241.01818181818183,380.0,1.0,1.0,1.0,16,382.865
1500,1000,265.6181818181818,411.0,1.0,1.0,1.0,8,407.811
1600,1000,304.6181818181818,400.0,1.0,1.0,1.0,14,436.939
1700,1000,311.8909090909091,415.0,1.0,1.0,1.0,8,463.344
1800,1000,278.0181818181818,390.0,1.0,1.0,1.0,8,490.013
1900,1000,261.27272727272725,432.0,1.0,1.0,1.0,12,519.3
2000,1000,275.25454545454545,444.0,1.0,1.0,1.0,9,546.167
