generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,42.981818181818184,55.0,1.0,1.0,1.0,9,27.263
200,1000,84.10909090909091,118.0,1.0,1.0,1.0,10,54.771
300,1000,125.67272727272727,158.0,1.0,1.0,1.0,10,81.466
400,1000,163.63636363636363,192.0,1.0,1.0,1.0,14,108.336
500,1000,179.05454545454546,228.0,1.0,1.0,1.0,12,136.017
600,1000,211.9090909090909,262.0,1.0,1.0,1.0,8,162.869
700,1000,215.8909090909091,292.0,1.0,1.0,1.0,13,189.541
800,1000,243.27272727272728,323.0,1.0,1.0,1.0,11,217.574
900,1000,280.8181818181818,359.0,1.0,1.0,1.0,9,244.369
1000,1000,270.5090909090909,372.0,1.0,1.0,1.0,9,272.094
1100,1000,290.6909090909091,395.0,1.0,1.0,1.0,11,300.517
1200,1000,201.07272727272726,354.0,1.0,1.0,1.0,10,327.536
1300,1000,252.61818181818182,403.0,1.0,1.0,1.0,9,353.028
1400,1000,288.3636363636364,431.0,1.0,1.0,1.0,9,381.879
1500,1000,338.5272727272727,441.0,1.0,1.0,1.0,8,407.682
1600,1000,308.96363636363634,458.0,1.0,1.0,1.0,9,437.212
1700,1000,289.43636363636364,445.0,1.0,1.0,1.0,9,464.407
1800,1000,280.6727272727273,458.0,1.0,1.0,1.0,13,492.213
1900,1000,225.34545454545454,337.0,1.0,1.0,1.0,9,518.962
2000,1000,172.16363636363636,373.0,1.0,1.0,1.0,10,545.874
