generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,45.58181818181818,55.0,1.0,1.0,1.0,7,27.791
200,1000,80.85454545454546,101.0,1.0,1.0,1.0,9,55.799
300,1000,122.12727272727273,160.0,1.0,1.0,1.0,11,83.57
400,1000,143.63636363636363,186.0,1.0,1.0,1.0,11,111.185
500,1000,179.36363636363637,224.0,1.0,1.0,1.0,9,138.304
600,1000,196.92727272727274,262.0,1.0,1.0,1.0,10,167.043
700,1000,162.54545454545453,285.0,1.0,1.0,1.0,9,192.019
800,1000,221.94545454545454,308.0,1.0,1.0,1.0,11,220.228
900,1000,225.92727272727274,342.0,1.0,1.0,1.0,10,247.727
1000,1000,238.6727272727273,345.0,1.0,1.0,1.0,10,276.393
1100,1000,257.41818181818184,376.0,1.0,1.0,1.0,9,304.022
1200,1000,267.23636363636365,386.0,1.0,1.0,1.0,8,331.043
1300,1000,249.3090909090909,333.0,1.0,1.0,1.0,10,358.293
1400,1000,238.05454545454546,328.0,1.0,1.0,1.0,8,386.047
1500,1000,290.94545454545454,444.0,1.0,1.0,1.0,10,412.98
1600,1000,335.8181818181818,483.0,1.0,1.0,1.0,11,440.497
1700,1000,354.1454545454545,481.0,1.0,1.0,1.0,10,464.258
1800,1000,324.23636363636365,494.0,1.0,1.0,1.0,9,497.131
1900,1000,309.2909090909091,440.0,1.0,1.0,1.0,11,519.155
2000,1000,308.27272727272725,520.0,1.0,1.0,1.0,14,551.225
