generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,1.4545454545454546,4.0,1.0,1.0,1.0,388,3.747
200,1000,2.581818181818182,7.0,1.0,1.0,1.0,302,8.96
300,1000,2.2181818181818183,5.0,1.0,1.0,1.0,119,13.812
400,1000,3.7454545454545456,8.0,1.0,1.0,1.0,118,25.37
500,1000,7.236363636363636,12.0,1.0,1.0,1.0,131,31.098
600,1000,8.945454545454545,14.0,1.0,1.0,1.0,90,41.805
700,1000,11.818181818181818,18.0,1.0,1.0,1.0,110,46.396
800,1000,11.10909090909091,20.0,1.0,1.0,1.0,60,49.96
900,1000,12.89090909090909,20.0,1.0,1.0,1.0,116,53.229
1000,1000,16.618181818181817,25.0,1.0,1.0,1.0,85,62.423
1100,1000,17.490909090909092,27.0,1.0,1.0,1.0,56,70.624
1200,1000,18.436363636363637,31.0,1.0,1.0,1.0,83,81.015
1300,1000,16.90909090909091,27.0,1.0,1.0,1.0,54,84.994
1400,1000,14.145454545454545,25.0,1.0,1.0,1.0,59,92.303
1500,1000,18.818181818181817,30.0,1.0,1.0,1.0,93,90.506
1600,1000,17.6,32.0,1.0,1.0,1.0,94,86.937
1700,1000,22.181818181818183,35.0,1.0,1.0,1.0,75,95.112
1800,1000,21.618181818181817,37.0,1.0,1.0,1.0,63,111.048
1900,1000,21.345454545454544,39.0,1.0,1.0,1.0,66,123.093
2000,1000,17.036363636363635,29.0,1.0,1.0,1.0,78,121.252
