generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,2.290909090909091,4.0,1.0,1.0,1.0,263,5.362
200,1000,4.618181818181818,6.0,1.0,1.0,1.0,62,14.971
300,1000,7.709090909090909,13.0,1.0,1.0,1.0,96,22.598
400,1000,7.090909090909091,12.0,1.0,1.0,1.0,133,27.438
500,1000,10.0,21.0,1.0,1.0,1.0,139,33.091
600,1000,11.327272727272728,16.0,1.0,1.0,1.0,116,43.962
700,1000,10.327272727272728,18.0,1.0,1.0,1.0,119,57.918
800,1000,11.854545454545455,22.0,1.0,1.0,1.0,167,66.333
900,1000,14.163636363636364,24.0,1.0,1.0,1.0,109,64.541
1000,1000,8.872727272727273,20.0,1.0,1.0,1.0,124,79.738
1100,1000,10.654545454545454,26.0,1.0,1.0,1.0,145,82.832
1200,1000,14.254545454545454,32.0,1.0,1.0,1.0,275,90.769
1300,1000,10.363636363636363,17.0,1.0,1.0,1.0,109,109.698
1400,1000,8.927272727272728,20.0,1.0,1.0,1.0,228,119.541
1500,1000,13.381818181818181,23.0,1.0,1.0,1.0,122,119.186
1600,1000,10.163636363636364,20.0,1.0,1.0,1.0,107,129.024
1700,1000,14.472727272727273,26.0,1.0,1.0,1.0,158,138.591
1800,1000,9.127272727272727,23.0,1.0,1.0,1.0,96,141.183
1900,1000,16.527272727272727,28.0,1.0,1.0,1.0,93,148.159
2000,1000,15.618181818181819,29.0,1.0,1.0,1.0,124,162.757
