generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,2.4727272727272727,9.0,1.0,1.0,1.0,61,3.391
200,1000,3.8545454545454545,8.0,1.0,1.0,1.0,45,8.265
300,1000,7.472727272727273,13.0,1.0,1.0,1.0,108,13.513
400,1000,7.454545454545454,12.0,1.0,1.0,1.0,67,16.719
500,1000,9.054545454545455,13.0,1.0,1.0,1.0,42,23.093
600,1000,10.036363636363637,16.0,1.0,1.0,1.0,46,27.705
700,1000,12.50909090909091,18.0,1.0,1.0,1.0,69,32.5
800,1000,12.50909090909091,20.0,1.0,1.0,1.0,90,36.934
900,1000,10.436363636363636,17.0,1.0,1.0,1.0,54,41.724
1000,1000,13.236363636363636,19.0,1.0,1.0,1.0,44,44.434
1100,1000,16.6,26.0,1.0,1.0,1.0,53,48.943
1200,1000,13.418181818181818,21.0,1.0,1.0,1.0,75,48.475
1300,1000,13.236363636363636,19.0,1.0,1.0,1.0,107,56.158
1400,1000,13.745454545454546,22.0,1.0,1.0,1.0,80,59.188
1500,1000,16.254545454545454,23.0,1.0,1.0,1.0,58,62.542
1600,1000,17.09090909090909,26.0,1.0,1.0,1.0,41,67.403
1700,1000,17.854545454545455,27.0,1.0,1.0,1.0,50,73.98
1800,1000,18.98181818181818,32.0,1.0,1.0,1.0,66,77.439
1900,1000,18.763636363636362,30.0,1.0,1.0,1.0,134,80.256
2000,1000,19.272727272727273,32.0,1.0,1.0,1.0,85,81.844
