generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,1.4181818181818182,4.0,1.0,1.0,1.0,20,2.205
200,1000,2.8,5.0,1.0,1.0,1.0,26,4.647
300,1000,2.6545454545454548,5.0,1.0,1.0,1.0,27,7.253
400,1000,4.7272727272727275,10.0,1.0,1.0,1.0,20,9.235
500,1000,6.509090909090909,11.0,1.0,1.0,1.0,27,11.462
600,1000,8.909090909090908,13.0,1.0,1.0,1.0,33,13.546
700,1000,7.836363636363636,14.0,1.0,1.0,1.0,21,15.222
800,1000,9.636363636363637,17.0,1.0,1.0,1.0,25,18.306
900,1000,9.2,13.0,1.0,1.0,1.0,24,19.647
1000,1000,11.963636363636363,17.0,1.0,1.0,1.0,27,22.622
1100,1000,10.963636363636363,23.0,1.0,1.0,1.0,14,23.935
1200,1000,12.327272727272728,18.0,1.0,1.0,1.0,28,26.675
1300,1000,11.363636363636363,19.0,1.0,1.0,1.0,31,27.946
1400,1000,12.181818181818182,17.0,1.0,1.0,1.0,37,31.005
1500,1000,12.0,18.0,1.0,1.0,1.0,31,32.062
1600,1000,9.527272727272727,14.0,1.0,1.0,1.0,23,35.505
1700,1000,11.636363636363637,19.0,1.0,1.0,1.0,40,36.455
1800,1000,14.290909090909091,21.0,1.0,1.0,1.0,26,39.262
1900,1000,15.563636363636364,23.0,1.0,1.0,1.0,22,41.763
2000,1000,14.763636363636364,20.0,1.0,1.0,1.0,27,44.086
