generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,2.8727272727272726,7.0,1.0,1.0,1.0,31,2.128
200,1000,3.963636363636364,10.0,1.0,1.0,1.0,22,4.574
300,1000,6.7272727272727275,12.0,1.0,1.0,1.0,47,6.872
400,1000,4.036363636363636,7.0,1.0,1.0,1.0,41,8.96
500,1000,7.3090909090909095,13.0,1.0,1.0,1.0,27,11.008
600,1000,5.672727272727273,11.0,1.0,1.0,1.0,34,13.937
700,1000,5.963636363636364,10.0,1.0,1.0,1.0,26,16.221
800,1000,8.909090909090908,15.0,1.0,1.0,1.0,16,18.769
900,1000,10.363636363636363,15.0,1.0,1.0,1.0,33,20.816
1000,1000,8.254545454545454,13.0,1.0,1.0,1.0,22,22.583
1100,1000,10.945454545454545,16.0,1.0,1.0,1.0,29,24.815
1200,1000,10.4,16.0,1.0,1.0,1.0,22,25.463
1300,1000,12.763636363636364,18.0,1.0,1.0,1.0,27,28.063
1400,1000,11.854545454545455,19.0,1.0,1.0,1.0,25,31.072
1500,1000,11.6,18.0,1.0,1.0,1.0,33,33.32
1600,1000,8.581818181818182,13.0,1.0,1.0,1.0,25,34.81
1700,1000,9.10909090909091,16.0,1.0,1.0,1.0,27,37.544
1800,1000,11.854545454545455,17.0,1.0,1.0,1.0,20,39.04
1900,1000,11.381818181818181,18.0,1.0,1.0,1.0,27,41.252
2000,1000,13.6,23.0,1.0,1.0,1.0,26,43.866
