generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,43.8,57.0,1.0,1.0,1.0,7,24.458
200,1000,80.61818181818182,95.0,1.0,1.0,1.0,8,49.108
300,1000,111.85454545454546,144.0,1.0,1.0,1.0,8,74.603
400,1000,142.56363636363636,173.0,1.0,1.0,1.0,7,99.598
500,1000,164.14545454545456,194.0,1.0,1.0,1.0,7,123.881
600,1000,199.8,225.0,1.0,1.0,1.0,7,149.114
700,1000,204.8909090909091,245.0,1.0,1.0,1.0,11,173.819
800,1000,215.4,247.0,1.0,1.0,1.0,10,198.909
900,1000,215.98181818181817,261.0,1.0,1.0,1.0,10,223.444
1000,1000,239.83636363636364,267.0,1.0,1.0,1.0,10,248.335
1100,1000,255.56363636363636,297.0,1.0,1.0,1.0,7,272.883
1200,1000,241.83636363636364,286.0,1.0,1.0,1.0,10,298.648
1300,1000,262.6909090909091,296.0,1.0,1.0,1.0,10,322.932
1400,1000,260.43636363636364,298.0,1.0,1.0,1.0,8,348.402
1500,1000,277.1636363636364,345.0,1.0,1.0,1.0,8,372.141
1600,1000,286.8909090909091,326.0,1.0,1.0,1.0,13,397.019
1700,1000,277.6909090909091,321.0,1.0,1.0,1.0,13,422.688
1800,1000,292.41818181818184,329.0,1.0,1.0,1.0,6,446.829
1900,1000,290.92727272727274,336.0,1.0,1.0,1.0,7,472.16
2000,1000,300.6909090909091,347.0,1.0,1.0,1.0,10,496.833
