generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,48.18181818181818,66.0,1.0,1.0,1.0,9,27.656
200,1000,73.8,102.0,1.0,1.0,1.0,11,55.0
300,1000,102.94545454545455,136.0,1.0,1.0,1.0,9,83.494
400,1000,148.29090909090908,188.0,1.0,1.0,1.0,9,111.533
500,1000,176.29090909090908,238.0,1.0,1.0,1.0,12,139.385
600,1000,183.5090909090909,249.0,1.0,1.0,1.0,10,167.187
700,1000,191.29090909090908,272.0,1.0,1.0,1.0,10,194.287
800,1000,226.3090909090909,299.0,1.0,1.0,1.0,10,222.508
900,1000,241.87272727272727,334.0,1.0,1.0,1.0,9,248.177
1000,1000,268.4727272727273,352.0,1.0,1.0,1.0,11,278.779
1100,1000,279.8,378.0,1.0,1.0,1.0,16,305.621
1200,1000,276.6,422.0,1.0,1.0,1.0,9,329.396
1300,1000,303.23636363636365,437.0,1.0,1.0,1.0,9,354.08
1400,1000,195.8,454.0,1.0,1.0,1.0,11,385.165
1500,1000,218.05454545454546,482.0,1.0,1.0,1.0,7,410.413
1600,1000,327.74545454545455,510.0,1.0,1.0,1.0,10,436.423
1700,1000,129.36363636363637,192.0,1.0,1.0,1.0,13,466.138
1800,1000,339.43636363636364,532.0,1.0,1.0,1.0,11,497.434
1900,1000,416.4727272727273,567.0,1.0,1.0,1.0,10,522.097
2000,1000,397.6181818181818,567.0,1.0,1.0,1.0,9,547.682
