generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,1.8181818181818181,6.0,1.0,1.0,1.0,221,5.089
200,1000,4.909090909090909,10.0,1.0,1.0,1.0,56,12.165
300,1000,5.781818181818182,8.0,1.0,1.0,1.0,56,17.763
400,1000,5.818181818181818,9.0,1.0,1.0,1.0,80,24.181
500,1000,7.8545454545454545,14.0,1.0,1.0,1.0,124,28.995
600,1000,6.181818181818182,14.0,1.0,1.0,1.0,179,36.41
700,1000,6.472727272727273,15.0,1.0,1.0,1.0,66,41.712
800,1000,10.690909090909091,21.0,1.0,1.0,1.0,86,52.353
900,1000,8.727272727272727,18.0,1.0,1.0,1.0,118,53.725
1000,1000,15.327272727272728,26.0,1.0,1.0,1.0,83,61.196
1100,1000,14.072727272727272,24.0,1.0,1.0,1.0,93,69.25
1200,1000,12.545454545454545,24.0,1.0,1.0,1.0,82,73.127
1300,1000,8.618181818181819,19.0,1.0,1.0,1.0,90,74.3
1400,1000,13.090909090909092,22.0,1.0,1.0,1.0,70,93.495
1500,1000,9.6,19.0,1.0,1.0,1.0,131,93.724
1600,1000,13.381818181818181,22.0,1.0,1.0,1.0,79,100.079
1700,1000,17.163636363636364,27.0,1.0,1.0,1.0,196,112.282
1800,1000,14.618181818181819,29.0,1.0,1.0,1.0,60,115.221
1900,1000,17.818181818181817,32.0,1.0,1.0,1.0,96,112.075
2000,1000,21.6,34.0,1.0,1.0,1.0,118,125.111
