generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,11.054545454545455,18.0,1.0,1.0,1.0,36,11.643
200,1000,17.30909090909091,28.0,1.0,1.0,1.0,28,23.305
300,1000,23.29090909090909,34.0,1.0,1.0,1.0,33,35.664
400,1000,34.56363636363636,46.0,1.0,1.0,1.0,29,47.98
500,1000,38.50909090909091,50.0,1.0,1.0,1.0,48,61.787
600,1000,46.127272727272725,60.0,1.0,1.0,1.0,35,73.595
700,1000,51.25454545454546,68.0,1.0,1.0,1.0,24,85.494
800,1000,60.29090909090909,78.0,1.0,1.0,1.0,42,98.483
900,1000,58.21818181818182,79.0,1.0,1.0,1.0,37,108.999
1000,1000,67.07272727272728,99.0,1.0,1.0,1.0,37,123.243
1100,1000,64.69090909090909,88.0,1.0,1.0,1.0,28,138.372
1200,1000,66.49090909090908,99.0,1.0,1.0,1.0,36,150.288
1300,1000,70.98181818181818,93.0,1.0,1.0,1.0,32,161.518
1400,1000,77.61818181818182,101.0,1.0,1.0,1.0,48,170.689
1500,1000,79.07272727272728,105.0,1.0,1.0,1.0,22,174.211
1600,1000,80.58181818181818,101.0,1.0,1.0,1.0,27,193.965
1700,1000,77.94545454545455,103.0,1.0,1.0,1.0,31,203.699
1800,1000,68.83636363636364,94.0,1.0,1.0,1.0,38,219.202
1900,1000,82.0,105.0,1.0,1.0,1.0,33,229.607
2000,1000,74.72727272727273,105.0,1.0,1.0,1.0,40,240.435
