generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,0.7272727272727273,2.0,1.0,1.0,1.0,485,3.996
200,1000,3.890909090909091,8.0,1.0,1.0,1.0,195,13.052
300,1000,6.654545454545454,11.0,1.0,1.0,1.0,160,22.115
400,1000,6.654545454545454,11.0,1.0,1.0,1.0,123,26.905
500,1000,6.909090909090909,10.0,1.0,1.0,1.0,121,35.763
600,1000,9.527272727272727,16.0,1.0,1.0,1.0,82,47.213
700,1000,13.381818181818181,20.0,1.0,1.0,1.0,81,55.206
800,1000,12.472727272727273,21.0,1.0,1.0,1.0,106,66.428
900,1000,5.2727272727272725,14.0,1.0,1.0,1.0,168,79.39
1000,1000,8.181818181818182,22.0,1.0,1.0,1.0,139,75.442
1100,1000,8.181818181818182,21.0,1.0,1.0,1.0,118,86.663
1200,1000,11.927272727272728,25.0,1.0,1.0,1.0,180,91.335
1300,1000,13.345454545454546,30.0,1.0,1.0,1.0,101,105.105
1400,1000,10.218181818181819,17.0,1.0,1.0,1.0,134,117.882
1500,1000,16.436363636363637,32.0,1.0,1.0,1.0,109,119.63
1600,1000,20.4,38.0,1.0,1.0,1.0,116,135.277
1700,1000,20.327272727272728,40.0,1.0,1.0,1.0,108,138.489
1800,1000,9.727272727272727,26.0,1.0,1.0,1.0,155,136.27
1900,1000,29.381818181818183,47.0,1.0,1.0,1.0,72,157.914
2000,1000,14.018181818181818,22.0,1.0,1.0,1.0,109,169.963
