generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,1000,49.69090909090909,68.0,1.0,1.0,1.0,14,27.925
200,1000,85.27272727272727,117.0,1.0,1.0,1.0,9,56.244
300,1000,121.32727272727273,158.0,1.0,1.0,1.0,11,84.144
400,1000,155.14545454545456,200.0,1.0,1.0,1.0,13,112.719
500,1000,192.8181818181818,238.0,1.0,1.0,1.0,9,138.324
600,1000,228.56363636363636,272.0,1.0,1.0,1.0,13,167.624
700,1000,246.0909090909091,316.0,1.0,1.0,1.0,12,195.168
800,1000,264.6909090909091,343.0,1.0,1.0,1.0,10,223.256
900,1000,273.8545454545455,369.0,1.0,1.0,1.0,9,252.182
1000,1000,305.23636363636365,390.0,1.0,1.0,1.0,14,278.871
1100,1000,273.03636363636366,401.0,1.0,1.0,1.0,8,307.127
1200,1000,298.1272727272727,435.0,1.0,1.0,1.0,10,335.799
1300,1000,335.27272727272725,451.0,1.0,1.0,1.0,11,355.107
1400,1000,330.5090909090909,469.0,1.0,1.0,1.0,8,380.717
1500,1000,359.72727272727275,485.0,1.0,1.0,1.0,14,410.669
1600,1000,225.9090909090909,493.0,1.0,1.0,1.0,13,439.609
1700,1000,349.07272727272726,508.0,1.0,1.0,1.0,13,464.793
1800,1000,282.58181818181816,525.0,1.0,1.0,1.0,11,495.52
1900,1000,254.05454545454546,543.0,1.0,1.0,1.0,10,522.133
2000,1000,256.8909090909091,557.0,1.0,1.0,1.0,9,550.151
